canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],resourceInstructions-int[],subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int,boothFees-int
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
どんな服装にもエレガントな雰囲気を加えるおしゃれなアクセサリーです。繊細なディテールで作られ、洗練された魅力を放っています。ユニークなデザインは、ファッション愛好家の目を引くこと間違いありません。
",0,item-icon-43,43,クリスタルシャードサークレット,1,257,0,2,999,0,1,1,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
この帽子は、肌に触れると非常に柔らかいユニークな素材で作られています。豪華で快適なフィット感を提供し、長時間のゲームセッションに最適です。
",0,item-icon-44,44,戦士のヘルメット クリスタルハイド キャップ,"1,2",269,0,2,999,0,1,2,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
きらめくクリスタルから作られた頑丈なヘルメットで、優れた防御力を提供します。その魅惑的な輝きは、暗いダンジョンでの視界を向上させます。
",0,item-icon-45,45,戦士のヘルメット 面晶体のヘルメット,"1,2,3",278,0,2,999,0,1,3,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
このチュニックは、クラック入りのクリスタルデザインで、強さと力のオーラを醸し出しています。きらめく表面は光を反射し、見る者を魅了します。経験豊富な戦士にとって必須のアイテムです。
",0,item-icon-46,46,戦士のチュニック クリスタルシャードヴァインアーマー,1,259,0,2,999,0,1,1,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
このアーマーは、ユニークなクリスタルのような素材で作られており、優れた防御力を提供します。そのスリークなデザインときらめく表面は、職人技の真髄です。クリスタルスキンアーマーを身に着けることで、戦場で無敵の力を感じることができます。
",0,item-icon-47,47,ウォリアー トップス クリスタル レザー トップス,"1,2",265,0,2,999,0,1,2,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
魔法のクリスタルから鍛造された頑丈なアーマーで、物理的な攻撃と魔法攻撃の両方に対して無類の防御力を提供します。きらめく表面は光を反射し、敵を眩惑させ、恐怖を与えます。このアーマーを身に着けることで、無敵のオーラを纏い、戦場で無敵の力を発揮することができます。
",0,item-icon-48,48,戦士のチュニック面晶体の鎧,"1,2,3",276,0,2,999,0,1,3,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
繊細なクリスタルのような素材で作られた、この草スカートはどんな服装にもエレガンスを加えます。クラック入りのテクスチャが神秘的で魅力的な魅力を持ち、ファッションに敏感な冒険者にとって必須のアイテムです。
",0,item-icon-49,49,ウォリアーパンツ クリスタルシャードフラスカート,1,262,0,2,999,0,1,1,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
これらのパンツは、ユニークなクリスタルのようなテクスチャで作られており、スリムで未来的な外観を持っています。滑らかな生地は肌に涼しさを与え、激しい戦闘中でも最大の快適さを提供します。目を引くデザインで、戦場で目立つこと間違いありません。
",0,item-icon-50,50,ウォリアーパンツ クリスタルレザーパンツ,"1,2",268,0,2,999,0,1,2,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
これらのレギンスは、希少なクリスタルストーンから作られており、卓越した保護力と耐久性を提供します。きらめく表面は光を反射し、着用者を神秘的で魅力的に見せます。
",0,item-icon-51,51,ウォリアーパンツ面晶体レッグガード,"1,2,3",275,0,2,999,0,1,3,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
繊細なクラックが入った輝くアクセサリーで、神秘的で強靭な雰囲気を醸し出しています。割れた表面は着用者の力と決意を反映し、強さと忍耐力の象徴です。
",0,item-icon-52,52,ウォリアーグローブクリスタルシャードブレスレット,1,260,0,2,999,0,1,1,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
このグローブは、ユニークなクリスタルのような素材で作られ、グリップ力と器用さを向上させます。軽量なデザインにより、努力なく動くことができ、正確さと快適さを求めるゲーマーにとってお気に入りのアイテムです。
",0,item-icon-53,53,ウォリアー グローブ クリスタルレザー グローブ,"1,2",267,0,2,999,0,1,2,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
クリスタルのエネルギーが宿った強力なガントレットで、着用者に強化された力と元素の力を与えます。自然の生命力を利用し、敵に対して壮大な攻撃を放つことができます。クリスタルストーンガントレットで戦場を制覇しましょう！
",0,item-icon-54,54,ウォリアーグローブ ヘドロンガントレット,"1,2,3",277,0,2,999,0,1,3,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
これらの靴は、優れたグリップ力とトラクションを提供するユニークな素材で作られており、滑りやすい表面を歩くのに最適です。クラック入りのクリスタルデザインは、エレガンスと神秘性を加えます。履いて、どんな地形でも自信を持って歩きましょう。
",0,item-icon-55,55,ウォリアーシューズ シャードサンダル,1,261,0,2,999,0,1,1,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
これらのブーツは、優れた機動性と優れた保護力を提供するユニークな素材で作られています。スリムなデザインは、素早い動きを可能にし、冒険者のお気に入りです。クリスタルスキンブーツは、スタイルと機能性を求めるプレイヤーにとって必須のアイテムです。
",0,item-icon-56,56,ウォリアーシューズ クリスタルレザーブーツ,"1,2",266,0,2,999,0,1,2,1,
4,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。戦闘での生存確率を高めます。
-------
これらの靴は、ユニークなクリスタルストーンのデザインで、あなたの一歩一歩にエレガンスを加えます。靴に埋め込まれたきらめく石は、魅了する効果を生み出し、どこに行っても注目の的になります。この美しい靴にスリップし、持っている衣装に魔法をもたらしましょう。
",0,item-icon-57,57,戦士の靴スパーシューズ,"1,2,3",279,0,2,999,0,1,3,1,
"1,3,4",1,"この素材はかつて海辺で見つかりました。
装備やアイテムの作成に使用することができます。
-------
この石は一級品であり、木などの原材料を収集するために使用することができます。
",0,item-icon-58,58,石,1,69,0,3,"1,0",1,4,1,1,
"1,3,4",1,"この素材はかつて峡谷で見つかりました。
装備やアイテムの作成に使用することができます。
-------
黒鉄鉱石は採掘によって入手することができる副原料です。黒い色をしており、硬いテクスチャを持ち、豊富な鉄分を含んでいます。
",0,item-icon-59,59,黒い鉄鉱石,1,71,0,3,2,1,4,2,1,
"1,3,4",1,"この素材はかつて雪山で見つかりました。
装備やアイテムの作成に使用することができます。
-------
これは森で採取できる三級の赤い水晶鉱石です。さまざまな装備やアイテムの作成に使用される重要な原料です。
",0,item-icon-60,60,赤い水晶鉱山,1,73,0,3,3,1,4,3,1,
"1,3,4",1,"この素材はかつて海辺で見つかりました。
装備やアイテムの作成に使用することができます。
-------
この木材は通常、簡単な家具や建材の製作に使用されます。テクスチャは比較的柔らかく、加工や彫刻が容易です。",0,item-icon-62,62,一般的な木材,1,"49,51",0,3,"1,0",1,4,1,1,
"1,3,4",1,"ある人がこの素材を砂漠で見たことがあります。
装備やアイテムの作成に使用することができます。
-------
砂漠の木は砂漠で育つ木の一種です。通常は低い高さで、太い幹と薄緑色の葉を持っています。これらは原材料を収集するために使用され、特別なアイテムの製作に適しています。
",0,item-icon-63,63,砂漠の木の木,1,53,0,3,2,1,4,2,1,
"1,3,4",1,"ある人がこの素材を赤い森で見たことがあります。
装備やアイテムの作成に使用することができます。
-------
ダークウッドは黒いテクスチャと硬い質感を持つ高級な木材で、高級家具や工芸品の製作に適しています。特定の収集ポイントでのみ収穫でき、困難ですが非常に利益があります。
",0,item-icon-64,64,ダークウッド,1,55,0,3,3,1,4,3,1,
"1,3,4",1,"このタイプの素材は栽培によって入手できます。
装備やアイテムの作成に使用することができます。
-------
この竹は農業の産出物であり、さまざまな農業原料の製造に使用される植物です。農業で非常に一般的で、非常に速く成長することができます。
",0,item-icon-70,70,竹,1,87,0,1,"1,0",1,4,1,1,718
"1,3,4",1,"このタイプの素材は栽培によって入手できます。
装備やアイテムの作成に使用することができます。
-------
このアイテムは農業の産出物であり、通常はLv 1で収穫できます。その形状は三つ葉に似ているため、クローバーと呼ばれています。さまざまなアイテムの製作に使用することができ、非常に便利な資源です。
",0,item-icon-71,71,クローバー,1,88,0,1,"1,0",1,4,1,1,718
"1,3,4",1,"このタイプの素材は栽培によって入手できます。
装備やアイテムの作成に使用することができます。
-------
このニンジンはLv 1の農業産出物であり、農業フィールドで入手することができます。重要な原料です。
",0,item-icon-72,72,にんじん,1,89,0,1,"1,0",1,4,1,1,718
"1,3,4",1,"このタイプの素材は栽培によって入手できます。
装備やアイテムの作成に使用することができます。
-------
ウツボカズラは食物の源として昆虫を引き寄せ、捕獲する特殊な植物です。農業の産出物と見なされ、農業フィールドでの原料として使用することができます。
",0,item-icon-73,73,ウツボカズラ,1,90,0,1,2,1,4,2,1,718
"1,3,4",1,"このタイプの素材は栽培によって入手できます。
装備やアイテムの作成に使用することができます。
-------
この綿は2級品であり、テキスタイルの製造に適しています。
",0,item-icon-74,74,コットン,1,91,0,1,2,1,4,2,1,718
"1,3,4",1,"このタイプの素材は栽培によって入手できます。
装備やアイテムの作成に使用することができます。
-------
この忍耐の果実は農業の産出物であり、レベル2の農場で栽培することができ、1回につき2〜3個の果実が収穫できます。耐久性が強く、保存時間が長い特徴を持ち、さまざまな食品や薬品の製造に重要な材料です。
",0,item-icon-75,75,忍耐の果実,1,92,0,1,2,1,4,2,1,718
"1,3,4",1,"このタイプの素材は栽培によって入手できます。
装備やアイテムの作成に使用することができます。
-------
このホットチリはレベル3であり、非常に辛く、辛い食べ物が好きな人に適しています。農業によって生産され、畑で育てることができます。農業の原料として、チリソースやチリオイルなどさまざまなチリ製品の製造に使用することができます。
",0,item-icon-76,76,ホットチリ,1,93,0,1,3,1,4,3,1,718
"1,3,4",1,"このタイプの素材は栽培によって入手できます。
装備やアイテムの作成に使用することができます。
-------
この硬い果物は高収量の農業原料であり、さまざまな食品や薬品の製造に使用することができます。硬い質感と豊富な栄養成分を持ち、農業生産の欠かせない部分です。
",0,item-icon-77,77,硬い果物,1,94,0,1,3,1,4,3,1,718
"1,3,4",1,"このタイプの素材は栽培によって入手できます。
装備やアイテムの作成に使用することができます。
-------
このブルーマッシュルームは農業部門で生産される高価なキノコの品種です。薬品やグルメフードの製造に使用される非常に貴重な原料です。
",0,item-icon-78,78,ブルーファントムキノコ,1,95,0,1,3,1,4,3,1,718
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。より高レベルの農業製品を解放します。
-------
これは土を耕し、雑草を取り除くのに役立つ農業用の道具です。初心者が使用するのに適しています。
",0,item-icon-79,79,木鍬,1,180,0,1,999,0,1,0,1,718
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。より高レベルの農業製品を解放します。
-------
アイアンホーは、頑丈な鉄で作られた耐久性のある農業用具です。ゲーム内で効率的に土を耕し、作物を栽培するために不可欠です。
",0,item-icon-80,80,鉄の鍬,1,187,0,1,999,0,1,1,1,718
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。より高レベルの農業製品を解放します。
-------
このホーは、農業効率を向上させ、作物の収量を増やすことができるツールです。使用すると、いくつかの神秘的な呪いが発生します。
",0,item-icon-81,81,呪われた鍬,"1,2",190,0,1,999,0,1,2,1,718
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。より高レベルの農業製品を解放します。
-------
祝福されたホーは、農業効率を向上させ、作物の収量を増やす強力なツールです。神聖なオーラを放ち、祝福を与える一撃ごとに健康な成長と豊かな収穫を促進します。この魔法のホーを手に入れると、土地を簡単に耕し、努力の成果を収穫する喜びを体験することができます。
",0,item-icon-82,82,祝福された鍬,"1,2,3",198,0,1,999,0,1,3,1,718
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。より高レベルの農業製品を解放します。
-------
この木製のやかんは、農業に適した装備で、清潔な水や灌漑水を保持するのに使用することができます。
",0,item-icon-83,83,木のやかん,1,181,0,1,999,0,1,0,1,718
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。より高レベルの農業製品を解放します。
-------
耐久性のある鉄で作られた頼りになる調理器具です。素早く均等に加熱され、効率的な調理が可能です。エルゴノミックなハンドルは、注ぎ出す際に快適なグリップを提供します。
",0,item-icon-84,84,鉄瓶,1,188,0,1,999,0,1,1,1,718
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。より高レベルの農業製品を解放します。
-------
運命を引き寄せ、混乱と絶望をもたらす、不運な持ち主に災厄をもたらす神秘的なやかんです。その暗いオーラは不気味な存在感を放ち、毎回のブリューで運命を試します。注意が必要です。呪われた力は、最も幸運な人々さえも自らの運命の犠牲者にすることができます。
",0,item-icon-85,85,呪われたやかん,"1,2",191,0,1,999,0,1,2,1,718
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。より高レベルの農業製品を解放します。
-------
所有者に祝福と幸運をもたらす神聖なアーティファクトで、運を高め、予期せぬ機会を与えます。この神秘的なやかんは、ポジティブなエネルギーを放ち、繁栄と幸福を引き寄せます。神聖な介入の一部を求める人々にとって、大切な所有物です。
",0,item-icon-86,86,祝福のやかん,"1,2,3",199,0,1,999,0,1,3,1,718
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。ギャザリングの効率を向上させます。
-------
木製の頑丈な道具で、効率的に採掘や資源の収集を行うことができます。耐久性があり、簡単に壊れることはありません。どんな冒険者にとっても頼りになる選択肢です。
",0,item-icon-87,87,木のつるはし,1,331,0,3,999,0,1,0,1,
0,1,"このアイテムは合成によって入手することができます。
装備すると属性を強化することができます。ギャザリングの効率を向上させます。
-------
頑丈な鉄で作られた道具で、貴重な資源の採掘や発掘に最適です。鋭い刃と耐久性のある構造は、どんな冒険者にとっても必須のアイテムです。このつるはしを手にすれば、より深く掘り下げ、隠された宝物を発見することができます。
",0,item-icon-88,88,鉄のつるはし,1,339,0,3,999,0,1,1,1,
0,1,"このアイテムは合成によって入手することができます。装備すると属性を強化し、収集効率を向上させることができます。
",0,item-icon-89,89,呪われたつるはし,"1,2",341,0,3,999,0,1,2,1,
0,1,"この呪われたつるはしは、木材や鉱石をより速く収集するのに役立ちます。強力な収集能力を持つレベル2の装備です。
",0,item-icon-90,90,祝福されたつるはし,"1,2,3",349,0,3,999,0,1,3,1,
0,1,"祝福されたつるはしは、神聖な力で授けられた聖なる道具であり、最も困難な岩を容易に切り裂き、きらめく破片の跡を残します。その魔法の刃は輝く光を放ち、地底深くに隠された宝物へと鉱夫を導きます。一振りごとに幸運と繁栄の祝福を授け、どんな冒険者にとっても必須の相棒となります。
",0,item-icon-91,91,木の斧,1,330,0,3,999,0,1,0,1,
0,1,"この斧は、屋外での収集作業に適した木製の道具です。収集タスクをより効率的に完了するのに役立つ装備の一種です。
",0,item-icon-92,92,鉄の斧,1,338,0,3,999,0,1,1,1,
0,1,"この鉄の斧は、木材を伐採するために使用できる、重要な道具です。また、戦闘能力を向上させるための装備としても使用できます。
",0,item-icon-93,93,呪われた斧,"1,2",340,0,3,999,0,1,2,1,
0,1,"この斧の切れ味はレベル2に達しており、木材を収集しやすくなっています。ただし、呪われているため、使用する際には注意が必要です。
",0,item-icon-94,94,祝福された斧,"1,2,3",348,0,3,999,0,1,3,1,
4,1,"このアイテムは合成によって入手することができます。装備すると属性を強化することができます。作物の枯れにくさを向上させます。
",0,item-icon-98,98,ファーミングハット ラッキークローバーハット,1,189,0,1,999,0,1,1,1,718
4,1,"このおしゃれな帽子は、着用者に幸運をもたらし、どんな服装にも魅力を加えます。鮮やかな色彩と緻密なデザインが、ファッションに敏感なプレイヤーにとって必須のアクセサリーです。着用して幸運を手に入れましょう！
",0,item-icon-99,99,農業用帽子 ラッキーコットンハット,"1,2",197,0,1,999,0,1,2,1,718
4,1,"このおしゃれな帽子は、柔らかく快適な綿で作られており、着用者に幸運をもたらします。鮮やかな色彩と緻密なデザインが、どんな服装にもおしゃれなアクセントを加えます。この帽子を身に着けて、自信を持って冒険に挑みましょう！
",0,item-icon-100,100,農業用帽子 ラッキーハードハット,"1,2,3",205,0,1,999,0,1,3,1,718
4,1,"この頑丈なハードハットは、着用者に幸運をもたらし、追加の保護を提供し、貴重な宝物を見つけるチャンスを増やします。鮮やかな色彩と丈夫な作りが、冒険心旺盛なプレイヤーに人気です。
",0,item-icon-101,101,農業用トップス,1,184,0,1,999,0,1,1,1,718
4,1,"このおしゃれなジャケットは、屋外での冒険に最適で、暖かさと要素からの保護を提供します。丈夫な素材と実用的なデザインが特徴で、どんな冒険者にも必須のアイテムです。このハーベストジャケットで快適でおしゃれな冒険を楽しみましょう。
",0,item-icon-102,102,農業用トップス,"1,2",193,0,1,999,0,1,2,1,718
4,1,"このジャケットは、農業に特化したデザインで、要素からの保護と厳しい地形に対する耐久性を提供します。補強された縫い目と丈夫な生地で、屋外作業に最適です。この頼りになる衣類で快適さを保ち、仕事に集中しましょう。
",0,item-icon-103,103,農業用トップス,"1,2,3",202,0,1,999,0,1,3,1,718
4,1,"このジャケットは、農業作業に特に設計されたもので、防水性や耐摩耗性などの機能を備えています。これにより、野外作業がより快適で安全になります。
",0,item-icon-104,104,農業用パンツ,1,185,0,1,999,0,1,1,1,718
4,1,"これらのパンツは、農業用に設計されており、野外での長時間の作業に快適さと耐久性を提供します。高品質の素材で作られており、汚れやシミに対して優れた保護を提供します。実用的なデザインと調節可能なフィット感で、熱心な農家にとって必須のアイテムです。
",0,item-icon-105,105,農業用パンツ,"1,2",194,0,1,999,0,1,2,1,718
4,1,"これらのパンツは、農業作業に特化して設計されており、快適さと耐久性を兼ね備えた高品質の素材で作られています。防水性、耐汚染性、耐刺し性などの機能を備えており、長時間の野外作業に耐えることができます。これらのパンツを着用することで、どんな農作業も楽にこなすことができます。
",0,item-icon-106,106,農業用パンツ,"1,2,3",203,0,1,999,0,1,3,1,718
4,1,"これらの手袋は、野外での作業に適しており、棘や汚れ、その他の鋭い物から手を保護することができます。また、滑り止めの機能も備えており、湿った土壌でも安定した作業ができます。
",0,item-icon-107,107,農業用手袋,1,183,0,1,999,0,1,1,1,718
4,1,"これらの手袋は、農業の作業に特化して設計されており、棘や粗い表面からの保護と優れたグリップを提供します。長時間の野外作業に耐えるために耐久性のある素材で作られています。これらの手袋を使用することで、どんな農業の仕事も簡単にこなすことができます。
",0,item-icon-108,108,農業用手袋,"1,2",192,0,1,999,0,1,2,1,718
4,1,"これらの手袋は、農業作業に適しており、快適なグリップと保護を提供し、農業活動を円滑に進めるのに役立ちます。
",0,item-icon-109,109,農業用手袋,"1,2,3",201,0,1,999,0,1,3,1,718
4,1,"これらのコレクションシューズは、コレクション用に特別に設計されています。森林での歩行時により敏捷性を発揮し、必要なリソースを簡単に収集することができます。
",0,item-icon-113,113,靴を集める,1,337,0,3,999,0,1,1,1,
4,1,"これらのコレクションシューズは、コレクション用に特別に設計されています。より速く、より効率的にリソースを収集することができ、コレクションの旅をスムーズに進めることができます。
",0,item-icon-114,114,靴を集める,"1,2",346,0,3,999,0,1,2,1,
4,1,"これらのシューズは、熱心な収集家向けに設計されており、長時間の遠征中に優れた機動性と快適さを提供します。丈夫で軽量な作りで、さまざまな地形を楽に移動し、リソースを簡単に収集することができます。また、特殊なグリップが安定性を確保し、危険な環境でも滑り落ちることを防ぎます。
",0,item-icon-115,115,靴を集める,"1,2,3",355,0,3,999,0,1,3,1,
"1,3,4",1,"このアイテムは合成によって入手できます。
装備すると属性を強化することができます。
-------
[106]作物の成長を促進するこの強力な肥料で、豊かな収穫を確保しましょう。このパワフルな肥料を使用することで、農業の効率を向上させ、植物を健康に育てることができます。
",98,item-icon-128,128,促進肥料,1,,0,1,999,0,3,0,1,718
"1,3,4",1,"このアイテムは合成によって入手できます。
使用すると特殊効果が発動します。
-------
[107]作物の収量を増やすための肥料は、LV0以上の農業生産に特化した消耗品です。作物に十分な栄養を供給し、成長と発育を促進し、収量と品質を向上させることができます。
",98,item-icon-129,129,収量増加肥料,1,,0,1,999,0,3,0,1,718
"1,3,4",1,"このアイテムは合成によって入手できます。
使用すると特殊効果が発動します。
-------
[108]この栄養豊富な肥料は、植物の健康な成長と鮮やかな花を促進します。土壌の保水力を高め、植物がより長い時間水分を保持できるようにします。この必須の肥料で庭園の活力を高めましょう。
",98,item-icon-130,130,湿った肥料,1,,0,1,999,0,3,0,1,718
"1,3,4",1,"このアイテムは合成によって入手することができます。
使用すると特殊効果が発生します。
-------
このポーションは戦闘中に使用でき、軽微な回復効果を提供します。
",0,item-icon-134,134,マイナーヒーリングポーション,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"このアイテムは合成によって入手することができます。
使用すると特殊効果が発生します。
-------
このポーションは攻撃力を強化することができます。
",0,item-icon-135,135,セカンドアタックポーション,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"このアイテムは合成によって入手することができます。
使用すると特殊効果が発生します。
-------
このポーションは敏捷性を高め、素早く移動し攻撃を回避することができます。一時的なスピードアップ効果を与え、戦場で強力な存在となります。戦略的に使用して敵をかわし、戦闘で優位に立ちましょう。
",0,item-icon-136,136,スピードポーション,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"このアイテムは合成によって入手することができます。
使用すると特殊効果が発生します。
-------
このポーションはクリティカルストライクの確率を高め、敵に壊滅的なダメージを与えることができます。ダメージを最大限に引き出したいプレイヤーには必須のアイテムです。賢く使用して敵を打ち破りましょう。
",0,item-icon-137,137,2番目のクリティカルストライクポーション,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"このアイテムは合成によって入手することができます。
使用すると特殊効果が発生します。
-------
このポーションはゲーム内での生命線であり、キャラクターの体力を大幅に回復します。重要な状況で中断することなく冒険を続けることができます。鮮やかな色と爽やかな味わいで、どんな困難な状況にも最適な救世主です。
",0,item-icon-138,138,セカンドライフポーション,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"このアイテムは合成によって入手することができます。
使用すると特殊効果が発生します。
-------
このポーションは緊急時の戦闘で使用することができ、一時的な防御効果を提供します。
",0,item-icon-139,139,マイナーディフェンスポーション,1,56,0,2,"1,0",0,3,1,1,
"1,3,4",1,"同じレベルの素材を集めると追加の種が得られる場合があります。同じレベルのモンスターを倒すとこのアイテムを入手することができます。
使用すると特殊効果が発生します。
-------
この種は竹を育てるために植えることができ、農業に適しています。
",97,item-icon-146,146,竹の種,1,482,0,1,"1,0",1,3,1,1,718
"1,3,4",1,"同じレベルの素材を集めると追加の種が得られる場合があります。同じレベルのモンスターを倒すとこのアイテムを入手することができます。
使用すると特殊効果が発生します。
-------
クローバーの種はクローバーを植えるための農業用消耗品であり、低品質の土地で使用することが適しています。適切な環境で迅速に成長し、豊かな栄養価を生み出すことができます。
",97,item-icon-147,147,クローバーの種,1,484,0,1,"1,0",1,3,1,1,718
