IsBeHitBreakable-bool,IsIndependentLogic-bool,accuBreakable-bool,accuTime-int,attackCanMove-bool,effectEnemy-int[],effectForward-int[],forwardReleaseTime-int,id-int,isAutoUse-bool,isCheckHit-bool,isHoldSkill-bool,isReleastActLoop-bool,isRemote-bool,playProgress-bool,rangeTips-bool,releaseAct-string,releaseEff-string,releaseSound-string[],releaseSpd-int,releaseTime-int,skillCD-int,skillDesc-string,skillDistance-int,skillFlag-int[],skillName-string,skillRange-int[],skillShake-string[],targetFlag-int[],targetLock-bool,targetType-int[],homeAction-int[],homeAttRate-int,effectSelf-int[],skillIcon-string,hitEff-string,animRotate-int,skillAlertEffect-string,skillFlyerId-int,skillFlyerNum-int,accuEff-int,effectInit-int[],composeSkill-int[],costPropType-int[],maxAccuTime-int,accuTab-string
0,0,1,0,0,15,"190,215",1100,33,1,1,0,0,0,0,1,attack,,Catus_Attack,,1660,0,激しい近接戦でサボテンの戦士に挑みましょう。,450,2,ドラゴンフルーツ兵の近接攻撃,"4,300,300,9000",,1,0,1,,,,,,,,,,,,,,,
0,0,1,0,0,15,,1000,34,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,1000,強力な近接攻撃で強大なドライアドと戦いましょう。,,2,トレント・メレー,"2,300",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"15,29",28,1000,35,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,5000,危険なウルフキングに近づいても恐れを見せずに立ち向かってください。,,2,ウルフキング近接攻撃,"2,500",CameraShakeGrade_2,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"15,29",28,300,36,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,10000,ウルフキングとして強力な突撃攻撃を行います。,,2,狼王突撃,"1,500,100,1",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"15,29",28,1000,37,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,20000,地面を叩き、純粋なウルフの力で近くの敵を驚かせます。,,2,狼の王は地面を叩いた,"2,500",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"15,29",28,0,38,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,30000,敵に恐怖を与えるために、恐ろしい咆哮を解き放つ。,,2,狼王の咆哮,"2,900",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,29,28,1860,39,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,60000,相手を出し抜くために、ウルフキングのシャドーダンスを表示します。,1000,2,狼王インユエ,,CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
0,0,1,0,0,15,,400,40,0,1,0,0,1,0,1,attack_far,,Skill_Pumpkin_atkar_Basic,,767,2000,パンプキンマンの遠距離攻撃を使って敵を遠ざけましょう。,2000,2,ミスター・パンプキン・リモート,"2,200",,1,1,1,,,,,,0,top_down_bomb_1,[2],1,,,,,,
0,0,0,0,0,21,,1500,41,1,1,1,0,0,0,0,attack,,monsterattack,,2000,5000,キャラクターの使用可能なスキルの範囲をテストして分析してください。,500,,スキルプールテストのスキル,"2,900",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,42,0,1,0,0,0,0,0,,,,,100,-1,パッシブスキルの効率を評価し、優れた戦略を活用してください。,,1,パッシブスキルテスト,,,1,0,1,,,,,,,,,,0,32,,,,
0,0,0,0,0,,,0,43,0,1,0,0,0,0,0,,,,,100,-1,様々なキャラクターバフのスタッキングポテンシャルを評価してください。,,1,パッシブスキルテスト,,,1,0,1,,,,,,,,,,0,33,,,,
0,0,0,0,0,,,0,44,0,1,0,0,0,0,0,,,,,100,-1,めまいに対する抵抗力を構築し、潜在的な戦闘の落とし穴を避けるようにしてください。,,2,バフ層テスト,,,1,0,1,,,34,,,,,,,0,,,,,
0,0,0,0,0,23,,0,45,0,1,0,0,0,0,0,attack,,,,0,1000,あなたのアーセナル内の血液関連スキルを調査し、最適化します。,1,2,めまいの検査,,,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,36,,150,46,0,1,0,0,0,0,0,skill_sword_attack1,skill_sword_attack1,knife01,14,670,-1,洗練されたスキル評価でスプリント能力を向上させましょう。,45,2,出血スキルテスト,"4,300,300,27000",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,"41,42",0,47,0,1,0,0,0,0,0,A-skill-chongci,,playerroll,,400,-1,ゲームプレイ中にスプリント能力を練習して向上させましょう。,,2,スプリントスキルテスト,"1,100,500,100",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,48,0,1,0,0,0,0,0,,,,,0,-1,剣に関連するパッシブスキルも発動できる、非武装攻撃を行います。,,1,素手攻撃トリガー剣攻撃パッシブ,,,1,0,1,,,,,,,,,,,43,,,,
0,0,0,0,0,,,180,49,0,1,0,0,0,0,0,skill_attack1,,Punch,,670,-1,キャラクターのスキルセットにおいて、個々の能力を開発し、完璧にする。,,2,継続的な個人技能試験,"2,500",,1,0,1,,,44,,,,,,,,,,,,
0,0,0,0,0,,,180,50,0,1,0,0,0,0,0,skill_attack1,,Punch,,670,-1,チームワークと協力能力を磨くために、一連のグループ関連スキルをテストしてください。,,2,継続的なグループスキルテスト,"2,500",,1,0,1,,,45,,,,,,,,,,,,
0,0,0,,0,,,,51,0,1,0,0,0,0,0,,,,,,-1,戦闘においての熟練度を高め、さまざまなレベルで戦闘能力を拡大しましょう。,,1,Lv1バトルトランク,,,1,0,1,,,,skill-icon-51,,,,,,,46,,,,
0,0,0,,0,,,,52,0,1,0,0,0,0,0,,,,,,-1,戦闘において熟練を達成し、さまざまなレベルの専門知識で戦闘能力を拡大してください。,,1,Lv2バトルトランク,,,1,0,1,,,,skill-icon-52,,,,,,,47,,,,
0,0,0,,0,,,,53,0,1,0,0,0,0,0,,,,,,-1,戦闘においての熟練度を高め、さまざまなレベルで戦闘能力を拡大しましょう。,,1,Lv3 バトルトランク,,,1,0,1,,,,skill-icon-53,,,,,,,48,,,,
0,0,0,,0,,,,54,0,1,0,0,0,0,0,,,,,,-1,戦闘において熟練度を高め、さまざまなレベルで戦闘能力を拡大しましょう。,,1,Lv4バトルトランク,,,1,0,1,,,,skill-icon-54,,,,,,,49,,,,
0,0,0,,0,,,,55,0,1,0,0,0,0,0,,,,,,-1,戦闘においての熟練度を高め、さまざまなレベルで戦闘能力を拡大しましょう。,,1,Lv5 バトルトランク,,,1,0,1,,,,skill-icon-55,,,,,,,50,,,,
0,0,0,,0,,,,56,0,1,0,0,0,0,0,,,,,,-1,戦闘においての熟練度を高め、さまざまなレベルで戦闘能力を拡大しましょう。,,1,Lv6 バトルトランク,,,1,0,1,,,,skill-icon-56,,,,,,,51,,,,
0,0,0,,0,,,,57,0,1,0,0,0,0,0,,,,,,-1,戦闘においての熟練度を高め、さまざまなレベルで戦闘能力を拡大しましょう。,,1,Lv7バトルトランク,,,1,0,1,,,,skill-icon-57,,,,,,,52,,,,
0,0,0,,0,,,,58,0,1,0,0,0,0,0,,,,,,-1,戦闘において熟練を達成し、さまざまなレベルの専門知識で戦闘能力を拡大してください。,,1,Lv8バトルトランク,,,1,0,1,,,,skill-icon-58,,,,,,,53,,,,
0,0,0,,0,,,,59,0,1,0,0,0,0,0,,,,,,-1,戦闘において熟練を達成し、さまざまなレベルの専門知識で戦闘能力を拡大してください。,,1,Lv9 バトルトランク,,,1,0,1,,,,skill-icon-59,,,,,,,54,,,,
0,0,0,,0,,,,60,0,1,0,0,0,0,0,,,,,,-1,戦闘中にレベル1のクリティカルストライクでダメージを増強します。,,1,Lv1 戦闘クリティカル,,,1,0,1,,,,skill-icon-60,,,,,,,55,,,,
0,0,0,,0,,,,61,0,1,0,0,0,0,0,,,,,,-1,より強力なレベル2のクリティカルストライクを活用してください。,,1,Lv2 戦闘クリティカル,,,1,0,1,,,,skill-icon-61,,,,,,,56,,,,
0,0,0,,0,,,,62,0,1,0,0,0,0,0,,,,,,-1,致命的なレベル3のクリティカルヒットを放つ技術をマスターする。,,1,Lv3 戦闘クリティカル,,,1,0,1,,,,skill-icon-62,,,,,,,57,,,,
0,0,0,0,0,"58,238",22,350,63,0,1,0,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling,Skill_trampling,,665,5000," [113]一定の範囲内で敵をめまいにする。
",0,2,踏みつけ,"2,200",WarTrampling,1,0,1,,,,skill-icon-63,,,,,,,,,,,
0,0,0,0,0,"495,238,386,227","467,483,502",350,64,0,1,0,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling_3,Skill_trampling,,665,8000," [114]一定の範囲内で敵をめまいにし、スキル解放中に攻撃できない状態にする。
",0,2,戦争の踏みつけ,"2,300",WarTrampling,1,0,1,,,,skill-icon-64,,,,,,,,,,,
0,0,0,0,0,"457,445,388",22,550,65,0,1,0,0,0,0,0,A-chuisanlianji-2-NEW,Skill_Sweeping,Skill_Swepping,,1000,5000," [115]前方の広範囲の敵を撃破し、一時的なめまいを引き起こす。
",0,2,掃討,"4,300,300,27000",WarTrampling,1,0,1,,,,skill-icon-65,,,,,,,,,,,
0,0,0,,0,,,,66,0,1,0,0,0,0,0,,,,,,-1,1%の確率で二倍の作物が収穫できます。装備をレベル1にアップグレードしてください。,,1,Lv1 農業と畜産,,,1,0,1,,,,skill-icon-66,,,,,,,"240,242,245,249",,,,
0,0,0,,0,,,,67,0,1,0,0,0,0,0,,,,,,-1,2%の確率で二倍の作物が収穫できます。装備をレベル2にアップグレードしてください。,,1,Lv2 農業と畜産,,,1,0,1,,,,skill-icon-67,,,,,,,"243,242,246,249",,,,
0,0,0,,0,,,,68,0,1,0,0,0,0,0,,,,,,-1,3%の確率で二重の作物、2レベルの作物、およびレベル3の装備が得られます。,,1,Lv3 農業と畜産,,,1,0,1,,,,skill-icon-68,,,,,,,"244,242,247,249",,,,
0,0,0,,0,,,,69,0,1,0,0,0,0,0,,,,,,-1,4%の確率で二倍の作物が得られます。装備をレベル4にアップグレードしてください。,,1,Lv4 農業と畜産,,,1,0,1,,,,skill-icon-69,,,,,,,"250,242,253,249",,,,
0,0,0,,0,,,,70,0,1,0,0,0,0,0,,,,,,-1,5%の確率で二倍の作物が収穫できます。装備のレベルは5まで上げることができます。,,1,Lv5 農業と畜産,,,1,0,1,,,,skill-icon-70,,,,,,,"251,242,254,249",,,,
0,0,0,,0,,,,71,0,1,0,0,0,0,0,,,,,,-1,6%の確率で二倍の作物、3レベルの作物、装備のレベルが6までアップします。,,1,Lv6 農業と畜産,,,1,0,1,,,,skill-icon-71,,,,,,,"252,242,255,249",,,,
0,0,0,,0,,,,72,0,1,0,0,0,0,0,,,,,,-1,7%の確率で二倍の作物が収穫できます。装備のレベルは7まで上げることができます。,,1,Lv7 農業と畜産,,,1,0,1,,,,skill-icon-72,,,,,,,"242,249,271,274",,,,
0,0,0,,0,,,,73,0,1,0,0,0,0,0,,,,,,-1,8%の確率で二倍の作物が収穫できます。装備のレベルは8まで上げることができます。,,1,Lv8 農業と畜産,,,1,0,1,,,,skill-icon-73,,,,,,,"242,249,272,275",,,,
0,0,0,,0,,,,74,0,1,0,0,0,0,0,,,,,,-1,9%の確率で二重の作物、4レベルの作物、装備のレベルが9までアップします。,,1,Lv9 農業と畜産,,,1,0,1,,,,skill-icon-74,,,,,,,"242,249,273,276",,,,
0,0,0,,0,,,,75,0,1,0,0,0,0,0,,,,,,-1,鍬の振りを10%高速化する。,,1,Lv1 鍬マスタリー,,,1,0,1,,,,skill-icon-75,,,,,,,72,,,,
0,0,0,,0,,,,76,0,1,0,0,0,0,0,,,,,,-1,ホーの振りを20%高速化します。,,1,Lv2 鍬マスタリー,,,1,0,1,,,,skill-icon-76,,,,,,,73,,,,
0,0,0,,0,,,,77,0,1,0,0,0,0,0,,,,,,-1,ホーの振りを30%高速化します。,,1,Lv3 鍬マスタリー,,,1,0,1,,,,skill-icon-77,,,,,,,74,,,,
0,0,0,,0,,,,78,0,1,0,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,-1,あなたの水やりで作物の湿度が+5%増加します。,,1,水やり熟練度Lv1,,,1,0,1,,,,skill-icon-78,,,,,,,75,,,,
0,0,0,,0,,,,79,0,1,0,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,-1,あなたによる水やりは、作物の湿度を10％増加させます。,,1,水やり熟練度Lv2,,,1,0,1,,,,skill-icon-79,,,,,,,76,,,,
0,0,0,,0,,,,80,0,1,0,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,-1,あなたによる水やりは、作物の湿度を15％増加させます。,,1,水やり熟練度Lv3,,,1,0,1,,,,skill-icon-80,,,,,,,77,,,,
0,0,0,,0,,,,81,0,1,0,0,0,0,0,,,,,,-1,ダブルリソースの確率+1％、装備レベル+1,,1,Lv1コレクショントランク,,,1,0,1,,,,skill-icon-81,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,82,0,1,0,0,0,0,0,,,,,,-1,ダブルリソースの確率+1％、装備レベル+2。,,1,Lv2コレクショントランク,,,1,0,1,,,,skill-icon-82,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,83,0,1,0,0,0,0,0,,,,,,-1,ダブルリソースコレクション+1％、レベル2でより効率的、レベル3にアップグレードします。,,1,Lv3コレクショントランク,,,1,0,1,,,,skill-icon-83,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,84,0,1,0,0,0,0,0,,,,,,-1,ダブルリソース収集+1％、装備レベル4まで,,1,Lv4コレクショントランク,,,1,0,1,,,,skill-icon-84,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,85,0,1,0,0,0,0,0,,,,,,-1,ダブルリソースコレクション +1％、装備レベル +5。,,1,Lv5 ギャザリングトランク,,,1,0,1,,,,skill-icon-85,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,86,0,1,0,0,0,0,0,,,,,,-1,ダブルリソース収集+1％、効率的なレベル3の収集、装備レベルが6までアップします。,,1,Lv6 ギャザリングトランク,,,1,0,1,,,,skill-icon-86,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,87,0,1,0,0,0,0,0,,,,,,-1,ダブルリソースの確率が+1％増加し、装備のレベルが7まで上がります。,,1,Lv7コレクショントランク,,,1,0,1,,,,skill-icon-87,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,88,0,1,0,0,0,0,0,,,,,,-1,ダブルリソース収集+1％、装備レベル8まで,,1,Lv8 ギャザリングトランク,,,1,0,1,,,,skill-icon-88,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,89,0,1,0,0,0,0,0,,,,,,-1,ダブルリソースコレクション +1%、効率的なコレクション4レベル、装備レベル +9。,,1,Lv9コレクショントランク,,,1,0,1,,,,skill-icon-89,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,90,0,1,0,0,0,0,0,,,,,,-1,斧を10%速く振る。,,1,Lv1 アックスマスタリー,,,1,0,1,,,,skill-icon-90,,,,,,,90,,,,
0,0,0,,0,,,,91,0,1,0,0,0,0,0,,,,,,-1,斧の振りを20%高速化する。,,1,Lv2アックスマスタリー,,,1,0,1,,,,skill-icon-91,,,,,,,91,,,,
0,0,0,,0,,,,92,0,1,0,0,0,0,0,,,,,,-1,斧の振りを30%高速化する。,,1,Lv3アックスマスタリー,,,1,0,1,,,,skill-icon-92,,,,,,,92,,,,
0,0,0,,0,,,,93,0,1,0,0,0,0,0,,,,,,-1,木の切り倒しのクリティカルヒット率を5%増加させる。,,1,ロギングスキルLv1,,,1,0,1,,,,skill-icon-93,,,,,,,93,,,,
0,0,0,,0,,,,94,0,1,0,0,0,0,0,,,,,,-1,木の切り倒しのクリティカルヒット率が10％増加します。,,1,ロギングスキルLv2,,,1,0,1,,,,skill-icon-94,,,,,,,94,,,,
0,0,0,,0,,,,95,0,1,0,0,0,0,0,,,,,,-1,木の切り倒しのクリティカルヒット率が15％増加します。,,1,ロギングスキルLv3,,,1,0,1,,,,skill-icon-95,,,,,,,95,,,,
0,0,0,0,0,,,0,30,0,1,1,1,0,0,0,A-fumo-NEW,Skill_touch,A-fumo-NEW_audio,,0,-1,最適な結果を得るために、ワンタッチメソッドを利用してください。,,2,ソロストローク,,,1,0,1,10,1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,29,0,1,1,1,0,0,0,A-jinai-NEW,Skill_milking,playerroll,,400,-1,巧みに一手で牛を搾乳する技術。,,2,単一の搾乳,,,1,0,1,12,1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,28,0,1,1,1,0,0,0,A-jianmao-NEW,Skill_cutting,A-jianmao-NEW_audio,,400,-1,一撃で正確で清潔な髪を切る。,,2,個別のせん断,,,1,0,1,11,1000,,,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,280,27,0,1,0,0,0,0,0,A-bozhong-NEW,Skill_feeding,playerroll,,400,-1,動物の個々のニーズに応じて餌を与えてください。,,2,シングルフィード,"4,300,150,27000",,1,0,1,9,,,,,,,,,,,,,,
0,0,0,,0,1,"191,217",667,96,1,1,0,0,0,0,0,attack,,Skill_Bee_attack,,1000,0,蜜蜂の攻撃,450,2,蜂の攻撃,"4,300,200,12000",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,200,97,0,1,0,0,0,0,0,A-bozhong-NEW,Skill_seeding_2,A-bozhong-NEW_audio,,660,-1,より良い植え付け結果を得るために、植え付けスキルを開発してください。,,2,シードスキル,,,1,0,1,2,,,skill-icon-97,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,200,98,0,1,0,0,0,0,0,A-bozhong-NEW,Skill_fertilize_2,playerroll,,660,-1,健康な作物のために肥料の技術をマスターしましょう。,,2,受精スキル,,,1,0,1,4,,,skill-icon-98,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,99,0,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,15000,範囲水やりスキル,,2,Lv1グループ水やり,"2,100",,1,0,1,3,700,,skill-icon-99,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,100,0,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,15000,範囲水やりスキル,,2,Lv2グループ水やり,"2,200",,1,0,1,3,800,,skill-icon-100,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,101,0,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,15000,範囲水やりスキル,,2,Lv3グループ水やり,"2,300",,1,0,1,3,900,,skill-icon-101,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,15,,300,102,0,1,0,0,0,0,0,A1-chutouzhongji-NEW,Skill_dig,ranged_RPG_attack2_audio,,660,10000,直線耕作スキル,,2,Lv1グループ農地,"1,200,200,50",CameraShakeGrade_1,1,0,1,1,1000,,skill-icon-102,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,15,,300,103,0,1,0,0,0,0,0,A1-chutouzhongji-NEW,Skill_dig,ranged_RPG_attack2_audio,,660,10000,直線耕作スキル,,2,Lv2グループ農地,"1,400,200,50",CameraShakeGrade_1,1,0,1,1,1000,,skill-icon-103,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,15,,300,104,0,1,0,0,0,0,0,A1-chutouzhongji-NEW,Skill_dig,ranged_RPG_attack2_audio,,660,10000,直線耕作スキル,,2,Lv3グループ農地,"1,600,200,50",CameraShakeGrade_1,1,0,1,1,1000,,skill-icon-104,skill_rock_hurt,,,,,,,,,,
0,0,0,,0,,,,105,0,1,0,0,0,0,0,,,,,,-1,収穫時に作物の種を入手する確率は5%です。,,1,Lv1 慎重な収穫者,,,1,0,1,,,,skill-icon-105,,,,,,,96,,,,
0,0,0,,0,,,,106,0,1,0,0,0,0,0,,,,,,-1,収穫時に作物の種を入手する確率は10％です。,,1,Lv2 慎重な収穫者,,,1,0,1,,,,skill-icon-106,,,,,,,97,,,,
0,0,0,,0,,,,107,0,1,0,0,0,0,0,,,,,,-1,収穫時に作物の種を入手する確率は15％です。,,1,Lv3 慎重な収穫者,,,1,0,1,,,,skill-icon-107,,,,,,,98,,,,
0,0,0,,0,,,,108,0,1,0,0,0,0,0,,,,,,-1,ホーム内での移動速度が10%速くなります。,,1,Lv1 ハッピーステップ,,,1,0,1,,,,skill-icon-108,,,,,,,99,,,,
0,0,0,,0,,,,109,0,1,0,0,0,0,0,,,,,,-1,ホーム内での移動速度が20％速くなります。,,1,Lv2 ハッピーステップ,,,1,0,1,,,,skill-icon-109,,,,,,,100,,,,
0,0,0,,0,,,,110,0,1,0,0,0,0,0,,,,,,-1,ホーム内での移動速度が30％速くなります。,,1,Lv3 ハッピーステップ,,,1,0,1,,,,skill-icon-110,,,,,,,101,,,,
0,0,0,,0,15,193,667,111,1,1,0,0,0,0,0,attack,,Skill_CrystalBeast_attack,,1000,0,リーフラーカーの攻撃。,180,2,葉っぱのモンスターの攻撃,"4,300,200,120004,300,150,27000",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,15,192,600,112,1,1,0,0,0,0,0,attack,,Skill_CrystalLizard_attack,,833,0,マイニングキャットの攻撃。,180,2,オレ猫の攻撃,"4,300,150,270002,200",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,,,,113,0,1,0,0,0,0,0,,,,,,-1,モンスターへのクリティカルダメージを10%増加させる。,,1,Lv1 戦闘負傷,,,1,0,1,,,,skill-icon-113,,,,,,,102,,,,
0,0,0,,0,,,,114,0,1,0,0,0,0,0,,,,,,-1,モンスターへのクリティカルダメージを20%増加させる。,,1,Lv2 戦闘負傷,,,1,0,1,,,,skill-icon-114,,,,,,,103,,,,
0,0,0,,0,,,,115,0,1,0,0,0,0,0,,,,,,-1,モンスターへのクリティカルダメージを30%増加させる。,,1,Lv3 戦闘負傷,,,1,0,1,,,,skill-icon-115,,,,,,,104,,,,
0,0,0,,0,,,,116,0,1,0,0,0,0,0,,,,,,-1,スピードを10%増加させる。,,1,Lv1 クイックステップ,,,1,0,1,,,,skill-icon-116,,,,,,,119,,,,
0,0,0,,0,,,,117,0,1,0,0,0,0,0,,,,,,-1,スピードを20%増加させる。,,1,Lv2 クイックステップ,,,1,0,1,,,,skill-icon-117,,,,,,,120,,,,
0,0,0,,0,,,,118,0,1,0,0,0,0,0,,,,,,-1,スピードを30％増加させる。,,1,Lv3 クイックステップ,,,1,0,1,,,,skill-icon-118,,,,,,,121,,,,
