describe-string,id-int,module-string,value-string
,10089011,逆转记忆,Mémoire inversée
,10089012,PVP邀请链接复制提示,Lien d'invitation copié
,10089013,PVP PK房间准备超时提示,Expiration de la salle PK
,10089014,PVP主动认输,Abandonner le jeu ?
,10089015,装备插槽升级提示,Niveau de l'emplacement de l'équipement augmenté !
,10089016,装备插槽等级不足提示,Niveau de l'emplacement insuffisant
,10090001,打地鼠小游戏提示1,Cliquez sur la même image !
,10090002,快闪记忆提示1,Mémorisez les chiffres et les signes !
,10090003,快闪记忆提示2,{0} chiffres
,10090004,顺序气球提示,Détruisez les ballons par ordre croissant de nombres !
,10090005,积木计算提示,Quel est le nombre de blocs ?
,10090006,旋转剪影提示,Lequel correspond le mieux à la silhouette ?
,10090007,剪裁艺术提示,Quelle image convient le mieux ?
,10090008,调整时钟quiz提示,Ajustez l'horloge !
,10090009,拾取非归属于自己的道具提醒,"Impossible de le ramasser, il ne vous appartient pas"
,10090010,回复%血量,Récupérer {0}% des HP
,10090011,重复使用配方提醒,Vous avez déjà appris cette recette.
,10090012,鸟笼洗牌提示,Où sont les poules ?
,10090013,,Frappez les briques inutiles !
,10090014,逆向记忆提示,Répétez à l'envers !
,10090015,获得BUFF提示,Obtenez BUFF : {0}
,10090016,卡牌记忆提示,Mémorisez les cartes !
,10090017,点击技能熟练度问号弹窗,Améliorez votre compétence en artisanat
,10090018,奖励预览,Aperçu de la récompense
,10090019,恭喜获得,Félicitations pour avoir obtenu :
,10090020,放弃任务确认提示,Êtes-vous sûr de vouloir abandonner cette tâche ?
,10090021,放弃每日任务提示,Ne pas abandonner dans les {0} minutes.
,20010001,断网标题,Déconnecté
,20010002,断网提示,Le réseau est déconnecté
,20010003,被T提示,Votre compte est connecté ailleurs
,20010004,被T提示,Triche détectée par le système
,20010005,被T提示,Le serveur est hors ligne
,20010006,被T提示,Erreur système
,20010007,被T提示,Déconnexion automatique en raison d'une inactivité 
,20010008,被T提示,Le classement des clans est trop bas.
道具不足,20020001,家园相关,Manque d'objet
,20020002,家园相关,Il n'y avait rien dans la boîte de stockage !
,20020003,家园相关,"Fluctuation du réseau, données anormales restaurées"
,20030001,保存技能配置,Enregistré avec succès
超过上限提示,20040001,畜牧,{0} sprites[/color]Veuillez choisir d'abandonner ce Sprite ou de le remplacer par un autreSprite en raison d'un espace insuffisant
超过上限提示标题,20040002,畜牧,LES ANIMAUX DE COMPAGNIE SONT PLEINS
放弃按钮,20040003,畜牧,ABANDONNER
替换按钮,20040004,畜牧,REMPLACER
,20040005,畜牧,Erreur de récupération des données domestiques
,20040006,畜牧,Délai de récupération des données domestiques
,20040007,畜牧,Données domestiques incomplètes
,20040008,畜牧,L'un des bols de nourriture est vide
,20040009,畜牧,L'un des bols de nourriture a été rempli de nourriture
,20040010,畜牧,Votre lien avec votre animal de compagnie augmente
,20040011,畜牧,Pas de caresses pour le moment
,20040012,畜牧,La fertilité du sol est insuffisante
,20040013,畜牧,Le bonheur de l'animal est insuffisant
,20040014,畜牧,La fertilité actuelle du sol est insuffisante
,20050001,捕获取消操作,Annuler la capture
,20050002,捕获距离太远,C'est trop loin
,20050003,捕获绳子断开,La corde est cassée
,20050004,捕获超时,Capture expirée
,20050005,捕获过程道具不足,Manque d'accessoires
释放技能正在CD中,20060001,技能,Compétence en CD
,20070001,登录,Système
,20070002,登录,Connexion
,20070003,登录,Échec de la connexion
,20070004,登录,"Échec de la connexion, veuillez réessayer."
,20070005,登录,Réessayer
,20070006,登录,Chargement de la scène
,20070007,登录,Le nom ne peut pas contenir de caractères illégaux
,20070008,登录,Le nom ne peut pas être vide
,20070009,登录,Le nom ne peut pas dépasser {0} caractères
,20070010,登录,Chargement des ressources {0}
,20070011,登录,Connexion au portefeuille
,20070012,登录,Connexion au jeu
,20070013,登录,Échec de la connexion au jeu
,20070014,登录,"Échec de la connexion au jeu, veuillez réessayer."
,20070015,登录,En attente : {0}
,20070016,登录,Veuillez entrer un code valide
,20070017,登录,Échec de la connexion à la scène cible.
,20070018,登录,Code d'activation (facultatif) 
,20070019,登录,LIGNE #{0} 
,20070020,登录,Veuillez d'abord sélectionner le serveur 
,20070021,登录,Nom invalide.
,20070022,,Chargement des services
,20070023,,Les noms contiennent des mots sensibles.
,20080001,设置,"Pour appliquer le paramètre de langue, veuillez redémarrer l'application."
,20080002,设置,Arrêtez maintenant
,20080003,设置,Plus tard
,20080004,设置,"Attention ! Déconnexion dans une zone dangereuse, les joueurs pourront quitter le jeu normalement après avoir été inactifs pendant un certain temps."
,20080005,设置,"Déconnexion dans une zone dangereuse, reconnectez-vous pour entrer dans le jeu."
,20090001,任务, Recevoir les récompenses du coffre de quête {0}
,20090002,任务, Terminer la quête {0}
,20090003,任务, Fabriquer n'importe quel objet sur la page de fabrication
,20090004,任务, Fabriquer {0} sur la page de fabrication
,20090005,任务, Utiliser {0}
,20090006,任务, Rendre {0}
,20090007,任务, Tuer {0}
,20090008,任务," Regarder autour des coordonnées de la carte ({0}, {1})"
,20090009,任务, Améliorer votre personnage
,20090010,任务, Obtenir {0}
,20090011,任务, Améliorer l'emplacement {0}
,20090012,任务, Améliorer le nœud {0} au niveau {1}
,20090013,任务,{0} Objets sélectionnés 
,20090014,任务,{0} Objet sélectionné 
,20090015,任务,Inconnu 
,20090016,任务,Quotidien 
,20090017,任务,Prime
,20090018,任务,Récolter {0}
,20090019,任务,Tâche non terminée
,20090020,任务,Collecter {0}
,20090021,任务,Il y a une tâche en cours
,20090022,任务,Le nombre de rafraîchissements manuels a atteint la limite supérieure
,20090023,,Parlez à {0}
,20090024,,Capturez {0}
,20090025,,Terminer le chapitre {0} dans {1}
,20090026,,Vous recevez une tâche de jeton
,20090027,,Niveau de compétence insuffisant
,"20100000
",专精, Général
,20100001,专精, Agriculture
,20100002,专精, Combat
,20100003,专精, Collecte
,20100004,专精,Animal de compagnie
,20100005,专精, Niveau maximum
,20100006,专精, Manque d'EXP {0}
,20100007,专精, Manque de jeton
,20100008,专精,Réinitialisation réussie !
,20100009,,Les talents ne peuvent pas être améliorés pendant le combat en donjon.
,20110000,nft 关键字, Restaurer les PV
,20110001,nft 关键字, Ajouter un buff
,20110002,nft 关键字, Apprendre la recette
,20110003,nft 关键字, Armure de tête
,20110004,nft 关键字, Armure de torse
,20110005,nft 关键字, Armure de jambes
,20110006,nft 关键字, Armure de pieds
,20110007,nft 关键字, Gants
,20110008,nft 关键字, Épée
,20110009,nft 关键字, Arc
,20110010,nft 关键字, Dague
,20110011,nft 关键字, Lance
,20110012,nft 关键字, Consommable
,20110013,nft 关键字, Matériau
,20110014,nft 关键字, Plaçable
,20110015,nft 关键字,Portable 
,20110016,nft 关键字,Boîte mystère 
,20110017,nft 关键字 在配置中的类型,Équipement 
,20110018,nft 关键字 在配置中的类型,Consommable 
,20110019,nft 关键字 在配置中的类型,Matériau 
,20110020,nft 关键字 在配置中的类型,Construction 
,20110021,nft 关键字 在配置中的类型,Œuf d'animal de compagnie
,20110022,,Totem 
,20120005,登录,Connexion au portefeuille démarrée 
,20120006,登录,Mise à jour de la connexion au portefeuille 
,20120007,登录,Connexion au portefeuille terminée 
,20120008,登录,Échec de la connexion au portefeuille 
,20120009,登录,Connexion au portefeuille prête 
,20120010,登录,Début de la connexion au portefeuille 
,20120011,登录,Ouverture de la page de connexion au portefeuille 
,20120012,登录,Connexion au portefeuille réussie 
,20120013,登录,Échec de la connexion au portefeuille
,20120014,登录,Initialiser le portefeuille
,20120015,登录,Délai d'initialisation du portefeuille expiré
,20120016,登录,Déconnexion du portefeuille
,20130000,组队,Équipe de {0} 
,20130001,组队,Demande envoyée
,20130002,组队,"Vous avez rejoint l'équipe, veuillez d'abord quitter l'équipe"
,20130003,组队,La demande a expiré
,20130004,组队,Format de nom invalide
,20130005,组队,Format de description invalide
,20130006,组队,Vous êtes déjà ici
,20130007,组队,{0} vous invite à rejoindre l'équipe
,20140001,网络,"Exception réseau, veuillez réessayer "
弱网提示标题,20140002,网络,Réseau 
,20150001,副本,S'enfuir entraînera des pénalités en cas d'échec. Êtes-vous sûr de vouloir abandonner ?
,20150002,副本,Il y a une chance que {0} pièces de l'équipement que vous portez soient endommagées en cas d'échec. Êtes-vous sûr de vouloir continuer le défi ?
场景服务启动失败,20150003,副本,"Échec du démarrage de l'instance, veuillez réessayer ultérieurement."
切换场景超时,20150004,副本,"Délai d'attente pour entrer dans l'instance, veuillez réessayer ultérieurement."
门票不足,20150005,副本,Tickets insuffisants
门票扣除失败,20150006,副本,Échec de déduction des tickets
副本未解锁,20150007,副本,Instance pas encore déverrouillée
已在当前场景,20150008,副本,Vous êtes déjà ici.
重复申请,20150009,副本,Demande en double.
没有权限进入场景,20150010,副本,Vous n'avez pas la permission d'entrer.
无效地图类型 参数错误(地图id or subtype信息错误),20150011,副本,"Échec de l'entrée dans la carte, veuillez contacter l'administrateur."
地图不支持当前的挑战类型(单人多人挑战类型),20150012,副本,Impossible d'entrer en solo.
玩家在队伍中(单人挑战不能有队伍),20150013,副本,Veuillez quitter l'équipe actuelle.
玩家队伍不存在(非单人挑战类型必须有队伍),20150014,副本,Veuillez rejoindre une équipe.
成员不在附近  （成员不在npc附近） （成员不在队长附近）已经离线(member entity 离开当前服务器),20150015,副本,Trop loin
地图需要XX级才能进入,20150016,副本,"Niveau de personnage insuffisant, nécessite le niveau"
角色数据错误,20150017,副本,"Erreur de données du personnage, veuillez contacter l'administrateur."
NPC 不存在,20150018,副本,"PNJ introuvable, veuillez contacter l'administrateur."
,20150019,副本,refuse d'entrer dans le donjon
,20160000,副本,Ticket insuffisant
,20160001,副本,Veuillez quitter l'équipe actuelle
,20160002,副本,Besoin d'une équipe pour relever le défi
,20160003,副本,Seul le chef d'équipe peut lancer un défi d'équipe
,20160004,副本,Pas encore déverrouillé
,20160005,副本,Erreur système
,20160006,副本,Monde ouvert
,20160007,副本,Maison de 
,20160008,副本,Donjon
,20160009,副本,Zone inconnue
,20160010,副本,Seul le chef d'équipe peut agir.
,20160011,副本,Niveau incompatible.
,20160012,副本,Pas encore ouvert.
,20160013,副本,Match échoué.
,20160014,副本,Veuillez réessayer plus tard ou défier d'autres donjons.
,20160015,, Niveau incompatible.
,20170000,合成,Entrer dans la file d'attente
,20170001,合成,La file d'artisanat est pleine.
,20170002,合成,La recette d'artisanat n'est pas déverrouillée.
,20170003,合成,Le matériau n'est pas suffisant.
,20170004,合成,Le jeton n'est pas suffisant.
,20170005,合成, Veuillez sélectionner suffisamment de matériaux
,20170006,合成,La limite de synthèse quotidienne a été atteinte aujourd'hui.
,20170007,合成,La limite d'approvisionnement quotidienne pour LUAG a été atteinte.
,20180001,设置, 25 Cadre
,20180002,设置, 30 Cadre
,20180003,设置, 45 Cadre
,20180004,设置, 60 Cadre
,20180005,设置, Pas de limite
,20180006,设置,Très bas 
,20180007,设置,Bas 
,20180008,设置,Moyen 
,20180009,设置,Élevé 
,20180010,设置,Impossible de se désengager pendant le combat.
,20190000,天赋树,Le pré-nœud doit d'abord être déverrouillé.
,20190001,天赋树,Le niveau total de l'arbre de talent doit atteindre {0}.
,20190002,天赋树,Le nœud principal de la même couche doit d'abord être déverrouillé.
,20190003,天赋树,Niveau d'arbre de talents insuffisant
,20190004,天赋树,Continuer à dépenser [color=#F0A81C]{0}[/color] <img src='ui://sulwtp4jjhrfwa6' width='36' height='36'> pour désactiver ce niveau ? - Les compétences activées seront réinitialisées. - Les recettes seront réinitialisées. - L'expérience sera perdue.
,20200000,活动,Réclamation du prix réussie
,20200001,活动,Échec de la réclamation du prix
,20200002,活动,Création du ticket réussie
,20200003,活动,Échec de la création du ticket
,20200004,活动,Vente du ticket réussie
,20200005,活动,Échec de la vente du ticket
,20210000,钱包相关, La demande de solde de jetons a échoué !
地形杀,20220001,战报名称,[color=#FF9F2F]Terrain[/color]
单一目标,20220002,战报名称,[color=#F7CE3D]{0}[/color]
xx的yy,20220003,战报名称,[color=#F7CE3D]{0}[/color]'s [color=#F7CE3D]{1}[/color]
家园饥饿杀,20220004,战报名称,[color=#FF9F2F]Faim[/color]
离开副本,20220005,战报名称,[color=#FF9F2F]Quitter le donjon[/color]
,20220006,战报概要,Vous avez été tué par {att=unknown}
,20220007,战报概要,Vos {def=unknown} ont été tués par {att=unknown}
,20220008,战报概要,Votre unité a participé à la mort de {def=unknown}
,20220009,战报概要,Vous avez tué {def=unknown}
,20220010,战报概要,Votre {att=unknown} a tué {def=unknown}
,20220011,战报详情,[color=#F24F4F]Objets perdus[/color]
,20220012,战报详情,{att=unknown} a participé à la mort
,20220013,战报详情,[color=#35F883]Objets gagnés[/color]
,20220014,战报详情,{att=unknown} [color=#35F883]a gagné[/color] des objets
,20220015,战报详情,{att=unknown} a tué {def=unknown}
,20220016,战报概要,Défi du [color=#FF9F2F]{name=Abyss canyon}[/color] réussi
,20220017,战报概要,Échec du défi du [color=#FF9F2F]{name=Abyss canyon}[/color]
,20220018,战报详情,[color=#F7CE3D]Vous[/color] avez été récompensé(e) pour avoir terminé le niveau
,20220019,战报详情,"[color=#F7CE3D]Vous[/color] avez obtenu un bonus Totem <img src='{icon=ui://sulwtp4jjhrfwa6}' width='30' height='30'> [color=#fead2a]{num=8,000}[/color]"
,20230000,宠物,L'animal de compagnie vous suit.
,20230001,宠物,L'animal de compagnie ne vous suit plus.
,20230002,宠物,Le lavage de moelle de l'animal de compagnie a réussi.
,20230003,宠物,Êtes-vous sûr(e) de vouloir convertir {0} en un œuf d'animal de compagnie ? Il peut être réincubé après avoir été converti en œuf d'animal de compagnie.
,20230004,宠物,Fabriquer des œufs d'animal de compagnie.
,20230005,宠物,Êtes-vous sûr(e) de vouloir libérer {0} ? Vous perdrez l'animal de compagnie après la libération.
,20230006,宠物,Vous avez libéré votre animal de compagnie.
,20230007,宠物,Le changement de nom de l'animal de compagnie est terminé.
,20230008,宠物,Animal de compagnie de {0}
,20230009,宠物, Animal de compagnie rappelé.
,20230010,宠物, L'animal de compagnie est mort !
,20230011,,Niveau d'animal de compagnie insuffisant 
,20240001,图腾,Succès accompli.
,"20240002
",,Investissement réussi 
,20240003,,Retrait réussi 
,20240004,,"Calcul en cours, veuillez patienter "
,20250000,仓库,Veuillez renouveler le bail de stockage avant de le ranger.
,20250001,仓库,Veuillez renouveler le bail de stockage avant de le retirer.
,20250002,,Le stockage est plein.
,20260001,精力,Énergie insuffisante.
,20260002,精力,L'énergie de [color=#F7CE3D]{0}[/color] est insuffisante.
,20270001,排行榜,Non classé.
,20280001,装备拆解,"L'équipement ne peut pas être restauré après avoir été désassemblé, veuillez confirmer."
,20290001,背包,L'objet a été supprimé.
,20290002,背包,L'objet ne peut pas être converti.
,20290003,,Tout a été converti.
,20290004,,Cet objet ne peut pas être converti.
,20290005,,Objets triés.
