IsBeHitBreakable-bool,IsIndependentLogic-bool,accuBreakable-bool,accuTime-int,attackCanMove-bool,effectEnemy-int[],effectForward-int[],forwardReleaseTime-int,id-int,isAutoUse-bool,isCheckHit-bool,isHoldSkill-bool,isReleastActLoop-bool,isRemote-bool,playProgress-bool,rangeTips-bool,releaseAct-string,releaseEff-string,releaseSound-string[],releaseSpd-int,releaseTime-int,skillCD-int,skillDesc-string,skillDistance-int,skillFlag-int[],skillName-string,skillRange-int[],skillShake-string[],targetFlag-int[],targetLock-bool,targetType-int[],homeAction-int[],homeAttRate-int,effectSelf-int[],skillIcon-string,hitEff-string,animRotate-int,skillAlertEffect-string,skillFlyerId-int,skillFlyerNum-int,accuEff-int,effectInit-int[],composeSkill-int[],costPropType-int[],maxAccuTime-int,accuTab-string
0,0,0,0,0,"15,17,416",,350,25,0,1,0,0,0,0,0,normal_gaozi,Skill_mine,ranged_RPG_attack4_audio,30,500,-1,Utilisez une seule pioche pour creuser normalement contre un ennemi. ,,2,Hache unique,"4,300,150,27000",CameraShakeGrade_1,1,0,1,"7,8",1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,"15,17,417",,350,26,0,1,0,0,0,0,0,normal_futou,Skill_chop,ranged_RPG_attack3_audio,23,500,-1,Coupez avec un seul coup de hache comme une attaque normale. ,,2,alimentation unique,"4,300,150,27000",CameraShakeGrade_1,1,0,1,6,1000,,,skill_tree_hurt,,,,,,,,,,
0,0,1,0,0,"227,1","188,226",730,31,1,1,0,0,0,0,1,attack,,Dog_Attack,,1430,0,Engagez-vous dans une mêlée canine féroce pour protéger votre territoire. ,200,2,M. Citrouille Mêlée,"4,300,200,12000",,1,0,1,,,,,,,,,,,,,,,
0,0,1,0,0,15,"216,189",700,32,1,1,0,0,0,0,1,attack,,SKill_Pumpkin_attkar_rush,,1333,0,Affrontez le Démon Citrouille en combat rapproché. ,400,2,Soldats Fruit du Dragon Mêlée,"4,300,200,12000",,1,0,1,,,,,,,,,,,,,,,
0,0,1,0,0,15,"190,215",1100,33,1,1,0,0,0,0,1,attack,,Catus_Attack,,1660,0,Affrontez le Guerrier Cactus dans une confrontation en mêlée féroce. ,250,2,Mêlée Tréant,"4,300,300,9000",,1,0,1,,,,,,,,,,,,,,,
0,0,1,0,0,15,,1000,34,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,1000,Combattez le Puissant Dryade avec de puissantes attaques en mêlée. ,,2,Roi Loup Mêlée,"2,300",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"15,29",28,1000,35,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,5000,Ne montrez aucune peur en affrontant le redoutable Roi Loup de près. ,,2,Charge du Roi Loup,"2,500",CameraShakeGrade_2,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"15,29",28,300,36,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,10000,Effectuez une charge puissante en tant que Roi Loup. ,,2,Le roi loup a battu le sol,"1,500,100,1",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"15,29",28,1000,37,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,20000,"Frappez le sol, étourdissant les ennemis proches avec la puissance du loup. ",,2,rugissement du roi loup,"2,500",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,"15,29",28,0,38,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,30000,Lâchez un hurlement terrifiant pour inspirer la peur chez vos ennemis. ,,2,Roi loup Yinyue,"2,900",CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,29,28,1860,39,1,1,0,0,0,0,1,attack,,Dryad_Attack,,1860,60000,Affichez la Danse de l'Ombre du Roi Loup pour déjouer vos adversaires. ,1000,2,Télécommande M. Citrouille,,CameraShakeGrade_3,1,0,1,,,,,,,,,,,,,,,
0,0,1,0,0,15,,400,40,0,1,0,0,1,0,1,attack_far,,Skill_Pumpkin_atkar_Basic,,767,2000,Utilisez l'attaque à distance du Démon Citrouille pour maintenir les ennemis à distance. ,2000,2,Compétences de test de pool de compétences,"2,200",,1,1,1,,,,,,0,top_down_bomb_1,[2],1,,,,,,
0,0,0,0,0,21,,1500,41,1,1,1,0,0,0,0,attack,,monsterattack,,2000,5000,Testez et analysez la gamme de compétences disponibles de votre personnage. ,500,,test de compétence passive,"2,900",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,42,0,1,0,0,0,0,0,,,,,100,-1,Évaluez l'efficacité des compétences passives en utilisant une stratégie supérieure. ,,1,test de compétence passive,,,1,0,1,,,,,,,,,,0,32,,,,
0,0,0,0,0,,,0,43,0,1,0,0,0,0,0,,,,,100,-1,Évaluez le potentiel d'empilement des différents buffs de personnage. ,,1,Test de la couche tampon,,,1,0,1,,,,,,,,,,0,33,,,,
0,0,0,0,0,,,0,44,0,1,0,0,0,0,0,,,,,100,-1,Développez une résistance au vertige et évitez les pièges potentiels en combat. ,,2,test de vertige,,,1,0,1,,,34,,,,,,,0,,,,,
0,0,0,0,0,23,,0,45,0,1,0,0,0,0,0,attack,,,,0,1000,Examinez et optimisez les compétences liées au sang dans votre arsenal. ,1,2,Test de compétences en saignement,,,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,36,,150,46,0,1,0,0,0,0,0,skill_sword_attack1,skill_sword_attack1,knife01,14,670,-1,Améliorez vos capacités de sprint grâce à une évaluation affinée des compétences. ,45,2,Test de compétences de sprint,"4,300,300,27000",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,"41,42",0,47,0,1,0,0,0,0,0,A-skill-chongci,,playerroll,,400,-1,Pratiquez et améliorez vos capacités de sprint pendant le jeu. ,,2,Les attaques à mains nues déclenchent les attaques à l'épée Passif,"1,100,500,100",,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,0,48,0,1,0,0,0,0,0,,,,,0,-1,Effectuez une attaque à mains nues qui peut également activer des compétences passives liées à l'épée. ,,1,Test de compétence individuel continu,,,1,0,1,,,,,,,,,,,43,,,,
0,0,0,0,0,,,180,49,0,1,0,0,0,0,0,skill_attack1,,Punch,,670,-1,Développez et perfectionnez une série de compétences individuelles dans l'ensemble de compétences de votre personnage. ,,2,Tests de compétences en groupe continu,"2,500",,1,0,1,,,44,,,,,,,,,,,,
0,0,0,0,0,,,180,50,0,1,0,0,0,0,0,skill_attack1,,Punch,,670,-1,Affinez votre travail d'équipe et vos compétences de collaboration en testant une séquence de compétences liées au groupe. ,,2,Malle de combat Lv 1,"2,500",,1,0,1,,,45,,,,,,,,,,,,
0,0,0,,0,,,,51,0,1,0,0,0,0,0,,,,,,-1,Atteignez la maîtrise du combat et développez vos capacités de combat à différents niveaux d'expertise. ,,1,Malle de combat Lv 2,,,1,0,1,,,,skill-icon-51,,,,,,,46,,,,
0,0,0,,0,,,,52,0,1,0,0,0,0,0,,,,,,-1,Atteignez la maîtrise du combat et développez vos capacités de combat à différents niveaux d'expertise. ,,1,Malle de combat niveau 3,,,1,0,1,,,,skill-icon-52,,,,,,,47,,,,
0,0,0,,0,,,,53,0,1,0,0,0,0,0,,,,,,-1,Atteignez la maîtrise du combat et développez vos capacités de combat à différents niveaux d'expertise. ,,1,Malle de combat niveau 4,,,1,0,1,,,,skill-icon-53,,,,,,,48,,,,
0,0,0,,0,,,,54,0,1,0,0,0,0,0,,,,,,-1,Atteignez la maîtrise du combat et développez vos capacités de combat à différents niveaux d'expertise. ,,1,Malle de combat niveau 5,,,1,0,1,,,,skill-icon-54,,,,,,,49,,,,
0,0,0,,0,,,,55,0,1,0,0,0,0,0,,,,,,-1,Atteignez la maîtrise du combat et développez vos capacités de combat à différents niveaux d'expertise. ,,1,Malle de combat niveau 6,,,1,0,1,,,,skill-icon-55,,,,,,,50,,,,
0,0,0,,0,,,,56,0,1,0,0,0,0,0,,,,,,-1,Atteignez la maîtrise du combat et développez vos capacités de combat à différents niveaux d'expertise. ,,1,Malle de combat niveau 7,,,1,0,1,,,,skill-icon-56,,,,,,,51,,,,
0,0,0,,0,,,,57,0,1,0,0,0,0,0,,,,,,-1,Atteignez la maîtrise du combat et développez vos capacités de combat à différents niveaux d'expertise. ,,1,Malle de combat niveau 8,,,1,0,1,,,,skill-icon-57,,,,,,,52,,,,
0,0,0,,0,,,,58,0,1,0,0,0,0,0,,,,,,-1,Atteignez la maîtrise du combat et développez vos capacités de combat à différents niveaux d'expertise. ,,1,Malle de combat niveau 9,,,1,0,1,,,,skill-icon-58,,,,,,,53,,,,
0,0,0,,0,,,,59,0,1,0,0,0,0,0,,,,,,-1,Atteignez la maîtrise du combat et développez vos capacités de combat à différents niveaux d'expertise. ,,1,Critique de combat niveau 1,,,1,0,1,,,,skill-icon-59,,,,,,,54,,,,
0,0,0,,0,,,,60,0,1,0,0,0,0,0,,,,,,-1,Améliorez votre production de dégâts avec un coup critique de niveau 1 pendant le combat. ,,1,Critique de combat niveau 2,,,1,0,1,,,,skill-icon-60,,,,,,,55,,,,
0,0,0,,0,,,,61,0,1,0,0,0,0,0,,,,,,-1,Utilisez un coup critique de niveau 2 encore plus puissant. ,,1,Critique de combat niveau 3,,,1,0,1,,,,skill-icon-61,,,,,,,56,,,,
0,0,0,,0,,,,62,0,1,0,0,0,0,0,,,,,,-1,Maîtrisez l'art de frapper avec un coup critique de niveau 3 mortel. ,,1,piétiner,,,1,0,1,,,,skill-icon-62,,,,,,,57,,,,
0,0,0,0,0,"58,238",22,350,63,0,1,0,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling,Skill_trampling,,665,5000," Étourdissez les ennemis dans une certaine zone.
",0,2,Piétinement,"2,200",WarTrampling,1,0,1,,,,skill-icon-63,,,,,,,,,,,
0,0,0,0,0,"495,238,386,227","467,483,502",350,64,0,1,0,0,0,0,0,A-skill-zhanzhengjianta,Skill_warTrampling_3,Skill_trampling,,665,8000," Étourdissez les ennemis dans une certaine zone, les empêchant de frapper pendant la libération de compétence.
",0,2,Piétinement de guerre,"2,300",WarTrampling,1,0,1,,,,skill-icon-64,,,,,,,,,,,
0,0,0,0,0,"457,445,388",22,550,65,0,1,0,0,0,0,0,A-chuisanlianji-2-NEW,Skill_Sweeping,Skill_Swepping,,1000,5000," Vainquez une grande zone d'ennemis devant vous et provoquez un étourdissement temporaire.
",0,2,Balayage,"4,300,300,27000",WarTrampling,1,0,1,,,,skill-icon-65,,,,,,,,,,,
0,0,0,,0,,,,66,0,1,0,0,0,0,0,,,,,,-1,"1% de chance d'obtenir des récoltes doubles, améliorer l'équipement au niveau 1. ",,1,Lv 2 Agriculture et élevage,,,1,0,1,,,,skill-icon-66,,,,,,,"240,242,245,249",,,,
0,0,0,,0,,,,67,0,1,0,0,0,0,0,,,,,,-1,"2% de chance d'obtenir des récoltes doubles, améliorer l'équipement au niveau 2. ",,1,Lv 3 Agriculture et élevage,,,1,0,1,,,,skill-icon-67,,,,,,,"243,242,246,249",,,,
0,0,0,,0,,,,68,0,1,0,0,0,0,0,,,,,,-1,"3% de chance d'obtenir des récoltes doubles, des récoltes de 2e niveau et un équipement de niveau 3. ",,1,Lv 4 Agriculture et élevage,,,1,0,1,,,,skill-icon-68,,,,,,,"244,242,247,249",,,,
0,0,0,,0,,,,69,0,1,0,0,0,0,0,,,,,,-1,"4% de chance d'obtenir des récoltes doubles, améliorer l'équipement au niveau 4. ",,1,Lv 5 Agriculture et élevage,,,1,0,1,,,,skill-icon-69,,,,,,,"250,242,253,249",,,,
0,0,0,,0,,,,70,0,1,0,0,0,0,0,,,,,,-1,"5% de chance d'obtenir des récoltes doubles, améliorer l'équipement au niveau 5. ",,1,Lv 6 Agriculture et élevage,,,1,0,1,,,,skill-icon-70,,,,,,,"251,242,254,249",,,,
0,0,0,,0,,,,71,0,1,0,0,0,0,0,,,,,,-1,"6% de chance d'obtenir des récoltes doubles, des récoltes de 3e niveau et un équipement de niveau 6. ",,1,Lv 7 Agriculture et élevage,,,1,0,1,,,,skill-icon-71,,,,,,,"252,242,255,249",,,,
0,0,0,,0,,,,72,0,1,0,0,0,0,0,,,,,,-1,"7% de chance d'obtenir des récoltes doubles, améliorer l'équipement au niveau 7. ",,1,Lv 8 Agriculture et élevage,,,1,0,1,,,,skill-icon-72,,,,,,,"242,249,271,274",,,,
0,0,0,,0,,,,73,0,1,0,0,0,0,0,,,,,,-1,"8% de chance d'obtenir des récoltes doubles, améliorer l'équipement au niveau 8. ",,1,Lv 9 Agriculture et élevage,,,1,0,1,,,,skill-icon-73,,,,,,,"242,249,272,275",,,,
0,0,0,,0,,,,74,0,1,0,0,0,0,0,,,,,,-1,"9% de chance d'obtenir des récoltes doubles, des récoltes de 4e niveau et un équipement de niveau 9. ",,1,Maîtrise de la houe Lv 1,,,1,0,1,,,,skill-icon-74,,,,,,,"242,249,273,276",,,,
0,0,0,,0,,,,75,0,1,0,0,0,0,0,,,,,,-1,Augmentation de 10% de la vitesse de la houe. ,,1,Maîtrise de la houe Lv 2,,,1,0,1,,,,skill-icon-75,,,,,,,72,,,,
0,0,0,,0,,,,76,0,1,0,0,0,0,0,,,,,,-1,Augmentation de 20% de la vitesse de la houe. ,,1,Maîtrise de la houe Lv 3,,,1,0,1,,,,skill-icon-76,,,,,,,73,,,,
0,0,0,,0,,,,77,0,1,0,0,0,0,0,,,,,,-1,Augmentation de 30% de la vitesse de la houe. ,,1,Compétence en arrosage niveau 1,,,1,0,1,,,,skill-icon-77,,,,,,,74,,,,
0,0,0,,0,,,,78,0,1,0,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,-1,Humidité des cultures +5% avec votre arrosage. ,,1,Compétence en arrosage niveau 2,,,1,0,1,,,,skill-icon-78,,,,,,,75,,,,
0,0,0,,0,,,,79,0,1,0,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,-1,L'arrosage par vous augmente l'humidité des cultures de 10%. ,,1,Compétence en arrosage niveau 3,,,1,0,1,,,,skill-icon-79,,,,,,,76,,,,
0,0,0,,0,,,,80,0,1,0,0,0,0,0,,Skill_watering,ranged_RPG_attack5_audio,,,-1,L'arrosage par vous augmente l'humidité des cultures de 15%. ,,1,Malle de collection Lv 1,,,1,0,1,,,,skill-icon-80,,,,,,,77,,,,
0,0,0,,0,,,,81,0,1,0,0,0,0,0,,,,,,-1,"Double probabilité de ressources +1%, équipement de niveau +1. ",,1,Coffre de collection Lv 2,,,1,0,1,,,,skill-icon-81,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,82,0,1,0,0,0,0,0,,,,,,-1,"Double probabilité de ressources +1%, équipement de niveau +2. ",,1,Malle de collection Lv 3,,,1,0,1,,,,skill-icon-82,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,83,0,1,0,0,0,0,0,,,,,,-1,"Double probabilité de ressources +1%, collecte plus efficace au niveau 2, amélioration au niveau 3. ",,1,Malle de collection Lv 4,,,1,0,1,,,,skill-icon-83,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,84,0,1,0,0,0,0,0,,,,,,-1,"Double probabilité de ressources +1%, équipement de niveau +4. ",,1,Coffre de collecte Lv 5,,,1,0,1,,,,skill-icon-84,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,85,0,1,0,0,0,0,0,,,,,,-1,"Double probabilité de ressources +1%, équipement de niveau +5. ",,1,Coffre de collecte Lv 6,,,1,0,1,,,,skill-icon-85,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,86,0,1,0,0,0,0,0,,,,,,-1,"Double probabilité de ressources +1%, collecte plus efficace au niveau 3, équipement de niveau +6. ",,1,Coffre de collection Lv 7,,,1,0,1,,,,skill-icon-86,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,87,0,1,0,0,0,0,0,,,,,,-1,"Double probabilité de ressources +1%, équipement de niveau +7. ",,1,Coffre de collecte Lv 8,,,1,0,1,,,,skill-icon-87,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,88,0,1,0,0,0,0,0,,,,,,-1,"Double probabilité de ressources +1%, équipement de niveau +8. ",,1,Malle de collection Lv 9,,,1,0,1,,,,skill-icon-88,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,89,0,1,0,0,0,0,0,,,,,,-1,"Double probabilité de ressources +1%, collecte plus efficace au niveau 4, équipement de niveau +9. ",,1,Maîtrise de la hache Lv 1,,,1,0,1,,,,skill-icon-89,,,,,,,"265,266,267,268,269,270",,,,
0,0,0,,0,,,,90,0,1,0,0,0,0,0,,,,,,-1,Augmentation de 10% de la vitesse de la hache. ,,1,Maîtrise de la hache niveau 2,,,1,0,1,,,,skill-icon-90,,,,,,,90,,,,
0,0,0,,0,,,,91,0,1,0,0,0,0,0,,,,,,-1,Augmentation de 20% de la vitesse de la hache. ,,1,Maîtrise de la hache niveau 3,,,1,0,1,,,,skill-icon-91,,,,,,,91,,,,
0,0,0,,0,,,,92,0,1,0,0,0,0,0,,,,,,-1,Augmentation de 30% de la vitesse de la hache. ,,1,Compétence d'exploitation forestière niveau 1,,,1,0,1,,,,skill-icon-92,,,,,,,92,,,,
0,0,0,,0,,,,93,0,1,0,0,0,0,0,,,,,,-1,Augmentation de 5% du taux de coup critique pour la coupe des arbres. ,,1,Compétence d'exploitation forestière de niveau 2,,,1,0,1,,,,skill-icon-93,,,,,,,93,,,,
0,0,0,,0,,,,94,0,1,0,0,0,0,0,,,,,,-1,Augmentation de 10% du taux de coup critique pour la coupe des arbres. ,,1,Compétence d'exploitation forestière de niveau 3,,,1,0,1,,,,skill-icon-94,,,,,,,94,,,,
0,0,0,,0,,,,95,0,1,0,0,0,0,0,,,,,,-1,Augmentation de 15% du taux de coup critique pour la coupe des arbres. ,,1,attaque d'abeille,,,1,0,1,,,,skill-icon-95,,,,,,,95,,,,
0,0,0,0,0,,,0,30,0,1,1,1,0,0,0,A-fumo-NEW,Skill_touch,A-fumo-NEW_audio,,0,-1,Utilisez la méthode à un toucher pour des résultats optimaux. ,,2,mêlée de chien en conserve,,,1,0,1,10,1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,29,0,1,1,1,0,0,0,A-jinai-NEW,Skill_milking,playerroll,,400,-1,Traiez une vache avec habileté en pressant une seule main. ,,2,caresser en solo,,,1,0,1,12,1000,,,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,,,330,28,0,1,1,1,0,0,0,A-jianmao-NEW,Skill_cutting,A-jianmao-NEW_audio,,400,-1,Faites une coupe de cheveux précise et nette avec un seul mouvement. ,,2,traite unique,,,1,0,1,11,1000,,,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,280,27,0,1,0,0,0,0,0,A-bozhong-NEW,Skill_feeding,playerroll,,400,-1,Nourrissez les animaux individuellement en fonction de leurs besoins. ,,2,Cisaille individuelle,"4,300,150,27000",,1,0,1,9,,,,,,,,,,,,,,
0,0,0,,0,1,"191,217",667,96,1,1,0,0,0,0,0,attack,,Skill_Bee_attack,,1000,0,Attaque d'abeille. ,250,2,compétences en semis,"4,300,200,12000",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,0,0,,,200,97,0,1,0,0,0,0,0,A-bozhong-NEW,Skill_seeding_2,A-bozhong-NEW_audio,,660,-1,Développez vos compétences en semis pour de meilleurs résultats de plantation. ,,2,Arrosage groupe Lv 3,,,1,0,1,2,,,skill-icon-97,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,,,200,98,0,1,0,0,0,0,0,A-bozhong-NEW,Skill_fertilize_2,playerroll,,660,-1,Maîtrisez l'art de la fertilisation pour des cultures plus saines. ,,2,fertilisation monomère,,,1,0,1,4,,,skill-icon-98,skill_tree_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,99,0,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,15000,Compétence d'arrosage à distance. ,,2,compétences en fertilisation,"2,100",,1,0,1,3,700,,skill-icon-99,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,100,0,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,15000,Compétence d'arrosage à distance. ,,2,Lv 1 Récolteur prudent,"2,200",,1,0,1,3,800,,skill-icon-100,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,419,,300,101,0,1,1,1,0,0,0,A1-jiaoguan-NEW,Skill_watering_2,ranged_RPG_attack5_audio,,660,15000,Compétence d'arrosage à distance. ,,2,Récolteur prudent Lv 2,"2,300",,1,0,1,3,900,,skill-icon-101,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,15,,300,102,0,1,0,0,0,0,0,A1-chutouzhongji-NEW,Skill_dig,ranged_RPG_attack2_audio,,660,10000,Compétence de binage droit. ,,2,Lv 3 Récolteur prudent,"1,200,200,50",CameraShakeGrade_1,1,0,1,1,1000,,skill-icon-102,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,15,,300,103,0,1,0,0,0,0,0,A1-chutouzhongji-NEW,Skill_dig,ranged_RPG_attack2_audio,,660,10000,Compétence de binage droit. ,,2,Lv 1 Étape heureuse,"1,400,200,50",CameraShakeGrade_1,1,0,1,1,1000,,skill-icon-103,skill_rock_hurt,,,,,,,,,,
0,0,0,0,0,15,,300,104,0,1,0,0,0,0,0,A1-chutouzhongji-NEW,Skill_dig,ranged_RPG_attack2_audio,,660,10000,Compétence de binage droit. ,,2,Niv 2 Happy Step,"1,600,200,50",CameraShakeGrade_1,1,0,1,1,1000,,skill-icon-104,skill_rock_hurt,,,,,,,,,,
0,0,0,,0,,,,105,0,1,0,0,0,0,0,,,,,,-1,5% de chance d'obtenir des graines de culture lors de la récolte. ,,1,Niv 3 Happy Step,,,1,0,1,,,,skill-icon-105,,,,,,,96,,,,
0,0,0,,0,,,,106,0,1,0,0,0,0,0,,,,,,-1,10% de chance d'obtenir des graines de culture lors de la récolte. ,,1,Attaque de monstre feuille,,,1,0,1,,,,skill-icon-106,,,,,,,97,,,,
0,0,0,,0,,,,107,0,1,0,0,0,0,0,,,,,,-1,15% de chance d'obtenir des graines de culture lors de la récolte. ,,1,Attaque de chat de minerai,,,1,0,1,,,,skill-icon-107,,,,,,,98,,,,
0,0,0,,0,,,,108,0,1,0,0,0,0,0,,,,,,-1,Vitesse de déplacement +10% à la maison. ,,1,Blessure de combat niveau 1,,,1,0,1,,,,skill-icon-108,,,,,,,99,,,,
0,0,0,,0,,,,109,0,1,0,0,0,0,0,,,,,,-1,Vitesse de déplacement +20% à la maison. ,,1,Blessure de combat niveau 2,,,1,0,1,,,,skill-icon-109,,,,,,,100,,,,
0,0,0,,0,,,,110,0,1,0,0,0,0,0,,,,,,-1,Vitesse de déplacement +30% à la maison. ,,1,Blessure de combat niveau 3,,,1,0,1,,,,skill-icon-110,,,,,,,101,,,,
0,0,0,,0,15,193,667,111,1,1,0,0,0,0,0,attack,,Skill_CrystalBeast_attack,,1000,0,Attaque de Leafy Lurker. ,100,2,Étape rapide niveau 1,"4,300,200,120004,300,150,27000",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,15,192,600,112,1,1,0,0,0,0,0,attack,,Skill_CrystalLizard_attack,,833,0,Attaque de Mine Cat. ,100,2,Étape rapide niveau 2,"4,300,150,270002,200",CameraShakeGrade_1,1,0,1,,,,,,,,,,,,,,,
0,0,0,,0,,,,113,0,1,0,0,0,0,0,,,,,,-1,Augmentation des dégâts critiques aux monstres de 10%. ,,1,Étape rapide niveau 3,,,1,0,1,,,,skill-icon-113,,,,,,,102,,,,
