col-int,desc-string,gainsArgs-string,gainsType-int[],icon-string,id-int,isTrunk-bool,layer-int,lvLimit-int,name-string,resetCost-int,type-int,upgradeEXP-int[],upgradeRequireTreeLv-int,preNode-int[],upgradeToken-int[]
0," Атака травы + 5
Атака деревьев + 5
Атака руды + 5
Профессионализм в траве + 5
Профессионализм в деревьях + 5
Профессионализм в руде + 5
Максимальная энергия + 10
Фитнес сбора: Преобразует профессионализм в сборе в защиту в бою и здоровье в определенной пропорции, эффективно при ношении инструментов для сбора
Разблокировать Рецепты Энергии","81#530,267#605#1268,10000","1,2,3",talentTree-24,24,1,1,1,Gather Mastery 1,0,3,450,0,,0
0," Атака травы + 5
Атака деревьев + 5
Атака руды + 5
Профессионализм в траве + 5
Профессионализм в деревьях + 5
Профессионализм в руде + 5
Максимальная энергия + 10
Разблокировать Рецепты Энергии","82,268#606#1269,10000","1,2,3",talentTree-25,25,1,2,1,Gather Mastery  2,0,3,900,1,24.0,0
0, Увеличить длительность оглушения врага.,"83,269#607#1270,10000","1,2,3",talentTree-26,26,1,3,1,Gather Mastery  3,20000,3,1800,2,25.0,200
0," Заряд, оттолкнуть врагов назад, 50% урона.","84,382#608#1271,10000","1,2,3",talentTree-27,27,1,4,1,Gather Mastery  4,40000,3,3600,3,26.0,1000
0, Уменьшить скорость движения врага.,"85,383#609#1272,10000","1,2,3",talentTree-28,28,1,5,1,Gather Mastery  5,60000,3,7200,4,27.0,2000
0, Уменьшить скорость движения врага.,"86,384#610#1273,10000","1,2,3",talentTree-29,29,1,6,1,Gather Mastery  6,80000,3,14400,5,28.0,3200
0, Оттолкнуть врага в небольшой области перед вами и перевернуться назад,"87,623#611#1274,10000","1,2,3",talentTree-30,30,1,7,1,Gather Mastery  7,100000,3,28800,6,29.0,4600
0, Нанести большой урон 5 окружающим монстрам,"88,618#612#1275,10000","1,2,3",talentTree-31,31,1,8,1,Gather Mastery  8,120000,3,57600,7,30.0,6200
0, Временно увеличить восстановление HP при отступлении из боя на основе процента MaxHP,"89,622#613#1276,10000","1,2,3",talentTree-32,32,1,9,1,Gather Mastery  9,140000,3,115200,8,31.0,8000
-3, Разблокировать Рецепты Комплекта Оборудования 1-го уровня,70#74#201;111#178;177#179#180,2,talentTree-33,33,0,1,3,Gather Set Recipes,0,3,"131,131,131",0,,"0,0,0"
-3," Разблокировать Рецепты Комплекта Оборудования 2-го уровня, разблокировать рецепты переливания и рецепты создания фрагментов при достижении максимального уровня.",71#75#203;112#182;181#183#184#480#468#477#461#478#465#476#474#956#960#963#969#971#972#973#975,2,talentTree-34,34,0,2,3,Gather Set Recipes,0,3,"262,262,262",0,33.0,"0,0,0"
-1, Разблокировать Рецепт Зелья.,415,0,talentTree-45,45,0,3,1,,0,1,420,0,23.0,0
-1, Разблокировать Рецепт Зелья.,103,0,talentTree-46,46,0,4,1,Earth Splitter,0,1,840,0,45.0,600
2, Разблокировать Рецепт Зелья.,246,1,talentTree-48,48,0,3,1,Farm - PlantingProficiency ,0,1,420,0,81.0,0
-2, Разблокировать Рецепты Животноводческой Эссенции 2-го уровня,156,2,talentTree-49,49,0,2,1,Livestock Essence Recipes,0,1,210,0,72.0,0
2, Уменьшить скорость движения врага.,249,1,talentTree-50,50,0,4,1,Farm - PlantingProficiency ,0,1,840,0,48.0,600
-1,Увеличить длительность оглушения врага.,333,1,talentTree-52,52,0,3,1,Trampling - Enhance,0,2,323,0,10.0,0
-2," Зарядить, оттолкнуть врагов, 50% урона.",122,0,talentTree-54,54,0,2,1,Bull Rush,0,2,175,0,,0
-2, Уменьшить скорость передвижения врага.,336,1,talentTree-55,55,0,3,1,Bull Rush - Enhance,0,2,323,0,54.0,0
-2, Уменьшить скорость передвижения врага.,337,1,talentTree-56,56,0,4,1,Bull Rush - Enhance,0,2,646,0,55.0,600
-2, Оттолкнуть врага в небольшой области перед вами и перевернуться назад.,123,0,talentTree-57,57,0,5,1,Escape,0,2,1292,0,56.0,800
-3, Нанести большой урон 5 окружающим монстрам.,137,0,talentTree-60,60,0,3,1,Slight Flurry,0,2,323,0,,0
-1, Временно увеличить восстановление ХП при отступлении из боя на основе процента MaxHP.,485,0,talentTree-61,61,0,4,1,Healing Wave,0,2,646,0,52.0,600
-3," Разблокировать рецепты комплекта экипировки LV 3, разблокировать рецепты переплавки и рецепты изготовления фрагментов при достижении максимального уровня.",72#76#204;113#186;185#187#188#483#485#491#486#503#484#504#978#979#980#981#986#997#998#982#487,2,talentTree-62,62,0,3,3,Gather Set Recipes,0,3,"525,525,525",0,34.0,"600,600,600"
-1, Разблокировать Рецепт Зелья.,95#902,2,talentTree-65,65,0,1,1,Magic Props Recipes,0,3,131,0,,0
-1, Разблокировать Рецепт Зелья.,96#903,2,talentTree-66,66,0,2,1,Magic Props Recipes,0,3,262,0,65.0,0
-1, Разблокировать рецепт зелья.,132#904,2,talentTree-67,67,0,3,1,Magic Props Recipes,0,3,525,0,66.0,600
-1, Разблокировать рецепт зелья.,346#905,2,talentTree-68,68,0,4,1,Magic Props Recipes,0,3,1050,0,67.0,600
-1, Разблокировать рецепт зелья.,347#906,2,talentTree-69,69,0,5,1,Magic Props Recipes,0,3,2100,0,68.0,800
-3, Уменьшить скорость передвижения врага.,340,1,talentTree-70,70,0,4,1,Slight Flurry - Enhance,0,2,646,0,60.0,600
-1,Увеличить длительность оглушения врага.,334,1,talentTree-71,71,0,5,1,War Trampling - Enhance,0,2,1292,0,61.0,800
-2, Разблокировать Рецепты Животноводческой Эссенции 1-го уровня,155,2,talentTree-72,72,0,1,1,Livestock Essence Recipes,0,1,95,0,,0
2, Профессионализм в посадке + 4,230,1,talentTree-73,73,0,1,1,Farm - PlantingProficiency ,0,1,95,0,,0
3, Вместимость счастья питомца + 1,231,1,talentTree-74,74,0,1,1,Farm - PetHappinessCapacity ,0,1,95,0,,0
4, Профессионализм в разведении + 4,233,1,talentTree-76,76,0,1,1,Farm - BreedingProficiency,0,1,95,0,,0
-1, Навыки эффективности - Групповая мотыга,102,0,talentTree-77,77,0,1,1,Earth Splitter,0,1,95,0,,0
-4, Разблокировать Рецепты Комплекта Оборудования 1-го уровня,62#376#66#123#125#124#205;108#165;166#167#168,2,talentTree-78,78,0,1,3,Farming Set Recipes,0,1,"95,95,95",0,,"0,0,0"
-4," Разблокировать Рецепты Комплекта Оборудования 2-го уровня, разблокировать рецепты переливания и рецепты создания фрагментов при достижении максимального уровня.",63#377#67#127#128#126#206;109#169;170#171#172#462#460#463#472#466#481#475#473#955#957#958#961#967#968#970#976,2,talentTree-79,79,0,2,3,Farming Set Recipes,0,1,"210,210,210",0,78.0,"0,0,0"
1, Вместимость плодородия + 1,229,1,talentTree-80,80,0,2,1,Farm - Fertility output per unit of land,0,1,210,0,22.0,0
2, Профессионализм в посадке + 4,245,1,talentTree-81,81,0,2,1,Farm - PlantingProficiency ,0,1,210,0,73.0,0
3, Вместимость счастья питомца + 1,232,1,talentTree-82,82,0,2,1,Farm - Harvest proficiency,0,1,210,0,74.0,0
4, Профессионализм в разведении + 4,247,1,talentTree-83,83,0,2,1,Farm - Pet Unit Output Happiness Index,0,1,210,0,76.0,0
1, Вместимость Плодородия +1,236,1,talentTree-84,84,0,4,1,Farm - FertilityCapacity ,0,1,840,0,93.0,600
4, Профессионализм в разведении +4,289,1,talentTree-85,85,0,5,1,Farm - BreedingProficiency,0,1,1680,0,90.0,800
-4," Разблокировать Рецепты Комплекта Оборудования Ур. 3, разблокировать рецепты переплавки и рецепты создания фрагментов при достижении максимального уровня.",64#378#68#131#130#129#920;110#173;174#175#176#506#505#501#490#499#500#580#488#983#985#994#995#996#999#1000#1071,2,talentTree-88,88,0,3,3,Farming Set Recipes,0,1,"420,420,420",0,79.0,"600,600,600"
3, Вместимость Счастья Питомца +1,282,1,talentTree-89,89,0,4,1,Farm - PetHappinessCapacity ,0,1,840,0,92.0,600
4, Профессионализм в разведении +4,288,1,talentTree-90,90,0,4,1,Farm - BreedingProficiency,0,1,840,0,91.0,600
4, Профессионализм в разведении +4,248,1,talentTree-91,91,0,3,1,Farm - BreedingProficiency,0,1,420,0,83.0,0
3, Вместимость Счастья Питомца +1,244,1,talentTree-92,92,0,3,1,Farm - PetHappinessCapacity ,0,1,420,0,82.0,0
1, Вместимость Плодородия +1,235,1,talentTree-93,93,0,3,1,Farm - FertilityCapacity ,0,1,420,0,80.0,0
-2, Разблокировать Рецепты Эссенции Животноводства Ур. 3,157,2,talentTree-94,94,0,3,1,Livestock Essence Recipes,0,1,420,0,49.0,300
-5, Разблокировать Рецепты Комплекта Оборудования 1-го уровня,44#364#370;133#136;139#142#145,2,talentTree-95,95,0,1,3,Combat Set Recipes,0,2,"95,95,95",0,,"0,0,0"
4, Максимальное здоровье в бою + 20,264,1,talentTree-96,96,0,1,1,Combat - HP,0,2,95,0,,0
3, Защита в бою + 5,258,1,talentTree-97,97,0,1,1,Combat - Defense,0,2,95,0,,0
2, Атака в бою + 5,252,1,talentTree-98,98,0,1,1,Combat - Attack Power,0,2,95,0,,0
1, Увеличение скорости на 10%/20%/30%.,116;117;118,1,talentTree-99,99,0,1,3,Expert,0,2,"95,95,95",0,,"0,0,0"
4, Максимальное здоровье в бою + 20,265,1,talentTree-100,100,0,2,1,Combat - HP,0,2,175,0,96.0,0
-5," Разблокировать Рецепты Комплекта Оборудования 2-го уровня, разблокировать рецепты переливания и рецепты создания фрагментов при достижении максимального уровня.",45#365#371;134#137;140#143#146#479#469#470#464#471#482#467#579#959#962#964#965#966#974#977#1070,2,talentTree-101,101,0,2,3,Combat Set Recipes,0,2,"175,175,175",0,95.0,"0,0,0"
3, Защита в бою + 5,259,1,talentTree-102,102,0,2,1,Combat - Defense,0,2,175,0,97.0,0
2, Атака в бою + 5,253,1,talentTree-103,103,0,2,1,Combat - Attack Power,0,2,175,0,98.0,0
1, Попадание в бою + 2/4/6%,134;135;136,1,talentTree-104,104,0,2,3,Expert,0,2,"175,175,175",0,99.0,"0,0,0"
-5," Разблокировать Рецепты Комплекта Оборудования Ур. 3, разблокировать рецепты переплавки и рецепты создания фрагментов при достижении максимального уровня.",46#366#372;135#138;141#144#147#497#495#494#498#489#496#492#493#984#987#988#989#990#991#992#993,2,talentTree-105,105,0,3,3,Combat Set Recipes,0,2,"323,323,323",0,101.0,"600,600,600"
3, Защита в бою +5,260,1,talentTree-106,106,0,3,1,Combat - Defense,0,2,323,0,102.0,0
2, Атака в бою +5,254,1,talentTree-107,107,0,3,1,Combat - Attack Power,0,2,323,0,103.0,0
1, Получить шанс уклонения 2/4/6%,125;126;127,1,talentTree-108,108,0,3,3,Expert,0,2,"323,323,323",0,104.0,"0,0,0"
4, Максимальное ХП в бою +20,266,1,talentTree-109,109,0,3,1,Combat - HP,0,2,323,0,100.0,0
3, Защита в бою +5,261,1,talentTree-111,111,0,4,1,Combat - Defense,0,2,646,0,106.0,600
1," Каждые 20/10/5 секунд, если вы не получили урон, вы получаете увеличение урона на 10%.",119;120;121,1,talentTree-112,112,0,4,3,Expert,0,2,"646,646,646",0,108.0,"600,600,600"
2, Атака в бою +5,255,1,talentTree-113,113,0,4,1,Combat - Attack Power,0,2,646,0,107.0,600
4, Максимальное ХП в бою +20,267,1,talentTree-114,114,0,4,1,Combat - HP,0,2,646,0,109.0,600
3, Защита в бою +5,262,1,talentTree-116,116,0,5,1,Combat - Defense,0,2,1292,0,111.0,800
2, Атака в бою +5,256,1,talentTree-117,117,0,5,1,Combat - Attack Power,0,2,1292,0,113.0,800
1, Увеличить вероятность критического удара на 5/10/15%,60;61;62,1,talentTree-118,118,0,5,3,Expert,0,2,"1292,1292,1292",0,112.0,"800,800,800"
-3, Уменьшить скорость передвижения врага.,341,1,talentTree-119,119,0,5,1,Slight Flurry - Enhance,0,2,1292,0,70.0,800
4, Максимальное ХП в бою +20,268,1,talentTree-120,120,0,5,1,Combat - HP,0,2,1292,0,114.0,800
-1, Уменьшить скорость передвижения врага.,335,1,talentTree-122,122,0,6,1,War Trampling - Enhance,0,2,2584,0,71.0,1000
-2, Уменьшить скорость передвижения врага.,338,1,talentTree-123,123,0,6,1,Escape - Enhance,0,2,2584,0,57.0,1000
1, Увеличить урон по монстрам на 10/20/30%.,113;114;115,1,talentTree-124,124,0,6,3,Expert,0,2,"2584,2584,2584",0,118.0,"1000,1000,1000"
-3, Прямой выпад,487,0,talentTree-125,125,0,6,1,Linear impact,0,2,2584,0,119.0,1000
-1, Победите большую область врагов перед вами и вызовите временную головокружение.,459,0,talentTree-127,127,0,7,1,Sweeping,0,2,5169,0,122.0,1200
-2,Уменьшает скорость движения врага.,339,1,talentTree-128,128,0,7,1,Escape - Enhance,0,2,5169,0,123.0,1200
-3, Уменьшает скорость движения врага.,342,1,talentTree-129,129,0,7,1,Linear impact - Enhance,0,2,5169,0,125.0,1200
1, Скорость атаки увеличена на 10/20/30%.,131;132;133,1,talentTree-130,130,0,7,3,Expert,0,2,"5169,5169,5169",0,124.0,"1200,1200,1200"
2, Боевая АТК +5,257,1,talentTree-131,131,0,6,1,Combat - Attack Power,0,2,2584,0,117.0,1000
3, Боевая ЗАЩ +5,263,1,talentTree-132,132,0,6,1,Combat - Defense,0,2,2584,0,116.0,1000
4, Макс. ХП в бою +20,269,1,talentTree-133,133,0,6,1,Combat - HP,0,2,2584,0,120.0,1000
2, Боевая АТК +5,270,1,talentTree-134,134,0,7,1,Combat - Attack Power,0,2,5169,0,131.0,1200
3, Боевая ЗАЩ +5,273,1,talentTree-135,135,0,7,1,Combat - Defense,0,2,5169,0,132.0,1200
4, Макс. ХП в бою +20,276,1,talentTree-136,136,0,7,1,Combat - HP,0,2,5169,0,133.0,1200
-2, Наносит урон нескольким ближайшим врагам,558,0,talentTree-139,139,0,8,1,Thunderstorm,0,2,11200,0,128.0,1400
-3, Уменьшает скорость движения врага.,343,1,talentTree-140,140,0,8,1,Linear impact - Enhance,0,2,11200,0,129.0,1400
1, Дополнительный урон 0.1/0.2/0.3% за каждый потерянный 1% здоровья.,128;129;130,1,talentTree-141,141,0,8,3,Expert,0,2,"11200,11200,11200",0,130.0,"1400,1400,1400"
2, Боевая АТК +5,271,1,talentTree-142,142,0,8,1,Combat - Attack Power,0,2,11200,0,134.0,1400
3, Боевая ЗАЩ +5,274,1,talentTree-143,143,0,8,1,Combat - Defense,0,2,11200,0,135.0,1400
4, Макс. ХП в бою +20,277,1,talentTree-144,144,0,8,1,Combat - Health,0,2,11200,0,136.0,1400
-3, Пусто,432,0,talentTree-149,149,0,9,1,Inspire,0,2,24436,0,140.0,1600
2, Боевая АТК +5,272,1,talentTree-150,150,0,9,1,Combat - Attack Power,0,2,24436,0,142.0,1600
1," Атака оружия наносит раны, нанося 1%/2%/3% урона каждые 0.5 секунды в течение 5 секунд.",172;173;174,1,talentTree-151,151,0,9,3,Expert,0,2,"24436,24436,24436",0,141.0,"1600,1600,1600"
3, Боевая ЗАЩ +5,275,1,talentTree-152,152,0,9,1,Combat - Defense,0,2,24436,0,143.0,1600
4, Макс. ХП в бою +20,278,1,talentTree-153,153,0,9,1,Combat - HP,0,2,24436,0,144.0,1600
-1, Поливает маленькие поля вокруг вас.,100,0,talentTree-157,157,0,5,1,Watering Can Mastery,0,1,1680,0,46.0,800
1, Вместимость плодородия +1,237,1,talentTree-158,158,0,5,1,Farm - FertilityCapacity ,0,1,1680,0,84.0,800
2, Профессионализм в посадке +4,250,1,talentTree-159,159,0,5,1,Farm - PlantingProficiency ,0,1,1680,0,50.0,800
3, Вместимость счастья питомца +1,283,1,talentTree-160,160,0,5,1,Farm - PetHappinessCapacity ,0,1,1680,0,89.0,800
1, Вместимость плодородия +1,238,1,talentTree-163,163,0,6,1,Farm - FertilityCapacity ,0,1,3360,0,158.0,1000
3, Вместимость счастья питомца +1,284,1,talentTree-164,164,0,6,1,Farm - PetHappinessCapacity ,0,1,3360,0,160.0,1000
2, Профессионализм в посадке +4,251,1,talentTree-165,165,0,6,1,Farm - PlantingProficiency ,0,1,3360,0,159.0,1000
4, Профессионализм в разведении +4,290,1,talentTree-166,166,0,6,1,Farm - BreedingProficiency,0,1,3360,0,85.0,1000
-1, Навыки эффективности - Группа Мотыга,104,0,talentTree-169,169,0,6,1,Earth Splitter,0,1,3360,0,157.0,1000
1, Вместимость плодородия +1,239,1,talentTree-170,170,0,7,1,Farm - FertilityCapacity ,0,1,6720,0,163.0,1200
2, Профессионализм в посадке +4,279,1,talentTree-171,171,0,7,1,Farm - PlantingProficiency ,0,1,6720,0,165.0,1200
3, Вместимость счастья питомца +1,285,1,talentTree-172,172,0,7,1,Farm - PetHappinessCapacity ,0,1,6720,0,164.0,1200
4, Профессионализм в разведении +4,291,1,talentTree-173,173,0,7,1,Farm - BreedingProficiency,0,1,6720,0,166.0,1200
-1, Поливает маленькие поля вокруг вас.,101,0,talentTree-176,176,0,8,1,Watering Can Mastery,0,1,13440,0,298.0,1400
2, Профессионализм в посадке +4,280,1,talentTree-177,177,0,8,1,Farm - PlantingProficiency ,0,1,13440,0,171.0,1400
1, Вместимость плодородия +1,240,1,talentTree-178,178,0,8,1,Farm - FertilityCapacity ,0,1,13440,0,170.0,1400
3, Вместимость счастья питомца +1,286,1,talentTree-179,179,0,8,1,Farm - PetHappinessCapacity ,0,1,13440,0,172.0,1400
4, Профессионализм в разведении +4,292,1,talentTree-180,180,0,8,1,Farm - BreedingProficiency,0,1,13440,0,173.0,1400
1, Вместимость плодородия +1,241,1,talentTree-184,184,0,9,1,Farm - FertilityCapacity ,0,1,26880,0,178.0,1600
2, Профессионализм в посадке +4,281,1,talentTree-185,185,0,9,1,Farm - PlantingProficiency ,0,1,26880,0,177.0,1600
3, Вместимость счастья питомца +1,287,1,talentTree-186,186,0,9,1,Farm - PetHappinessCapacity ,0,1,26880,0,179.0,1600
4, Профессионализм в разведении +4,293,1,talentTree-187,187,0,9,1,Farm - BreedingProficiency,0,1,26880,0,180.0,1600
1, Атака травы ++ Профессионализм ++,294,1,talentTree-188,188,0,1,1,Gather - Grass,0,3,131,0,,0
2, Атака деревьев ++ Профессионализм ++,303,1,talentTree-189,189,0,1,1,Gather value - Trees,0,3,131,0,,0
3, Атака руды ++ Профессионализм ++,312,1,talentTree-190,190,0,1,1,Gather value - Mining,0,3,131,0,,0
1, Атака травы ++ Профессионализм ++,295,1,talentTree-191,191,0,2,1,Gather - Grass,0,3,262,0,188.0,0
2, Атака деревьев ++ Профессионализм ++,304,1,talentTree-192,192,0,2,1,Gather - Trees,0,3,262,0,189.0,0
3, Атака руды ++ Профессионализм ++,313,1,talentTree-193,193,0,2,1,Gather value - Mining,0,3,262,0,190.0,0
1, Собирать Атаку Травы ++ Профессионализм ++,296,1,talentTree-194,194,0,3,1,Gather - Grass,0,3,525,0,191.0,0
2, Собирать Атаку Деревьев ++ Профессионализм ++,305,1,talentTree-195,195,0,3,1,Gather - Trees,0,3,525,0,192.0,0
3,@@ Собирать атаку руды ++ Профессионализм ++,314,1,talentTree-196,196,0,3,1,Gather - Mining,0,3,525,0,193.0,0
1, Собирать атаку травы ++ Профессионализм ++,297,1,talentTree-197,197,0,4,1,Gather - Grass,0,3,1050,0,194.0,600
2, Собирать атаку деревьев ++ Профессионализм ++,306,1,talentTree-198,198,0,4,1,Gather - Trees,0,3,1050,0,195.0,600
3, Собирать атаку руды ++ Профессионализм ++,315,1,talentTree-199,199,0,4,1,Gather value - Mining,0,3,1050,0,196.0,600
1, Собирать атаку травы ++ Профессионализм ++,298,1,talentTree-200,200,0,5,1,Gather - Grass,0,3,2100,0,197.0,800
2, Собирать атаку деревьев ++ Профессионализм ++,307,1,talentTree-201,201,0,5,1,Gather value - Trees,0,3,2100,0,198.0,800
3, Собирать атаку руды ++ Профессионализм ++,316,1,talentTree-202,202,0,5,1,Gather - Mining,0,3,2100,0,199.0,800
-1, Разблокировать рецепт зелья.,348#907,2,talentTree-204,204,0,6,1,Magic Props Recipes,0,3,4200,0,69.0,1000
1, Собирать атаку травы ++ Профессионализм ++,299,1,talentTree-205,205,0,6,1,Gather - Grass value,0,3,4200,0,200.0,1000
2, Собирать атаку деревьев ++ Профессионализм ++,308,1,talentTree-206,206,0,6,1,Gather - Trees,0,3,4200,0,201.0,1000
3, Собирать атаку руды ++ Профессионализм ++,317,1,talentTree-207,207,0,6,1,Gather value - Mining,0,3,4200,0,202.0,1000
-1, Разблокировать рецепт зелья.,895#908,2,talentTree-209,209,0,7,1,Not yet open,0,3,8400,0,204.0,1200
1, Собирать атаку травы ++ Профессионализм ++,300,1,talentTree-210,210,0,7,1,Gather - Grass,0,3,8400,0,205.0,1200
2, Собирать атаку деревьев ++ Профессионализм ++,309,1,talentTree-211,211,0,7,1,Gather - Trees,0,3,8400,0,206.0,1200
3, Собирать атаку руды ++ Профессионализм ++,318,1,talentTree-212,212,0,7,1,Gather - Mining,0,3,8400,0,207.0,1200
-1, Разблокировать рецепт зелья.,896#909,2,talentTree-214,214,0,8,1,Not yet open,0,3,16800,0,209.0,1400
2, Собирать атаку деревьев ++ Профессионализм ++,310,1,talentTree-215,215,0,8,1,Gather - Trees,0,3,16800,0,211.0,1400
1, Собирать атаку травы ++ Профессионализм ++,301,1,talentTree-216,216,0,8,1,Gather - Grass,0,3,16800,0,210.0,1400
3, Собирать атаку руды ++ Профессионализм ++,319,1,talentTree-217,217,0,8,1,Gather - Mining,0,3,16800,0,212.0,1400
-1, Разблокировать рецепты посадочной эссенции уровня 1,897#910,2,talentTree-219,219,0,9,1,Not yet open,0,3,33600,0,214.0,1600
1, Разблокировать рецепты посадочной эссенции уровня 2,302,1,talentTree-220,220,0,9,1,Gather - Grass,0,3,33600,0,216.0,1600
2, Разблокировать рецепты посадочной эссенции уровня 3,311,1,talentTree-221,221,0,9,1,Gather - Trees,0,3,33600,0,215.0,1600
3, Разблокировать рецепты эссенции уровня 1,320,1,talentTree-222,222,0,9,1,Gather - Mining,0,3,33600,0,217.0,1600
-3, Разблокировать Рецепты Посадочной Эссенции 1-го уровня,152,2,talentTree-227,227,0,1,1,Planting Essence Recipes,0,1,95,0,,0
-3, Разблокировать Рецепты Посадочной Эссенции 2-го уровня,153,2,talentTree-228,228,0,2,1,Planting Essence Recipes,0,1,210,0,227.0,0
-3, Разблокировать рецепты эссенции уровня 1,154,2,talentTree-229,229,0,3,1,Planting Essence Recipes,0,1,420,0,228.0,300
